Vulnerable Library,CVE Severity,Products Affected,Enterprises Exposed
cbor2 5.4.6,High,1,75
cbor2 5.6.2,High,1,75
cryptography 3.4.8,High,1,75
cryptography 42.0.8,High,1,75
pillow 10.2.0,High,1,75
pillow 11.1.0,High,1,75
pillow 9.0.1,High,1,75
pillow 9.4.0,High,1,75
pyopenssl 24.1.0,High,1,75
reportlab 3.6.12,High,1,75
reportlab 3.6.8,High,1,75
urllib3 1.26.5,High,2,75
urllib3 2.0.7,High,1,75
werkzeug 2.0.2,High,1,75
werkzeug 2.2.2,High,1,75
werkzeug 3.0.1,High,1,75
undici 7.19.0,High,1,39
avro 1.7.3,High,1,34
jackson-mapper-asl 1.8.8,High,1,34
jettison 1.3.5,High,1,34
jetty-server 9.2.10.v20150310,High,1,34
django 3.0.4,High,1,2
pillow 7.0.0,High,1,2
geshi/geshi dev-master,High,1,0
keycloak-services 25.0.6,High,1,0
koa 2.16.1,High,1,0
scikit-learn 0.24.2,High,1,0
symfony/http-foundation v6.4.14,High,1,0
wheel 0.42.0,High,1,0
picomatch 2.3.1,Medium,40,3522178
lodash 4.17.21,Medium,30,3159670
serialize-javascript 6.0.2,Medium,28,2708406
ajv 6.12.6,Medium,32,2705677
serialize-javascript 4.0.0,Medium,11,2522455
brace-expansion 1.1.11,Medium,26,2455072
js-yaml 4.1.0,Medium,18,2417702
qs 6.11.0,Medium,9,2088135
yaml 1.10.2,Medium,14,1876998
qs 6.13.0,Medium,15,1675919
handlebars 4.7.8,Medium,13,1554822
node-forge 1.3.1,Medium,12,1541811
nanoid 3.3.7,Medium,7,1486043
postcss 7.0.39,Medium,10,1473751
micromatch 3.1.10,Medium,13,1470615
http-proxy-middleware 2.0.6,Medium,5,1441961
serialize-javascript 6.0.1,Medium,6,1397298
bn.js 5.2.1,Medium,6,1382357
tough-cookie 2.5.0,Medium,14,1348056
request 2.88.2,Medium,13,1345967
webpack-dev-server 4.15.2,Medium,5,1342415
bn.js 4.12.0,Medium,5,1338794
color-string 0.3.0,Medium,4,1329566
got 6.7.1,Medium,3,1325325
postcss 6.0.23,Medium,3,1325325
@babel/runtime 7.26.0,Medium,2,1323236
brace-expansion 2.0.1,Medium,16,1211868
micromatch 2.3.11,Medium,7,1157515
brace-expansion 1.1.12,Medium,24,1155654
ajv 8.11.0,Medium,3,1139083
express 4.17.1,Medium,3,1118888
path-parse 1.0.6,Medium,3,1118888
qs 6.7.0,Medium,3,1118888
word-wrap 1.2.3,Medium,8,1106527
postcss 5.2.18,Medium,4,1102574
hosted-git-info 2.1.5,Medium,4,1100911
ajv 4.11.8,Medium,4,1096732
ms 0.7.1,Medium,4,1096732
qs 6.4.0,Medium,4,1096732
request 2.81.0,Medium,4,1096732
tar 2.2.2,Medium,3,1066557
path-to-regexp 8.2.0,Medium,2,1038656
got 9.6.0,Medium,6,1031648
qs 6.14.0,Medium,8,1029254
yaml 2.5.0,Medium,2,1024293
yaml 2.7.0,Medium,4,1009486
nanoid 3.3.4,Medium,4,1008813
picomatch 2.2.2,Medium,3,990949
node-forge 0.10.0,Medium,3,989699
@babel/runtime 7.12.5,Medium,2,988860
@babel/runtime 7.25.6,Medium,2,988860
next 15.5.9,Medium,2,988860
yaml 1.10.0,Medium,2,988860
yargs-parser 5.0.0,Medium,2,988860
qs 6.12.1,Medium,2,978644
xml2js 0.4.19,Medium,2,978644
http-proxy-middleware 2.0.7,Medium,4,977960
tar 2.2.1,Medium,4,972972
extend 3.0.0,Medium,3,970883
path-parse 1.0.5,Medium,3,970883
randomatic 1.1.6,Medium,3,970883
stringstream 0.0.5,Medium,3,970883
tough-cookie 2.3.2,Medium,3,970883
brace-expansion 2.0.2,Medium,20,969202
extend 3.0.1,Medium,3,966704
got 5.7.1,Medium,2,964615
lodash 4.17.4,Medium,2,964615
qs 2.3.3,Medium,2,964615
yargs-parser 4.2.1,Medium,2,964615
qs 6.5.3,Medium,9,962044
jsonpath 1.1.1,Medium,2,947786
body-parser 2.2.0,Medium,3,946568
path-to-regexp 8.3.0,Medium,8,946103
mem 1.1.0,Medium,3,942615
yargs-parser 7.0.0,Medium,3,942615
axios 0.21.4,Medium,5,940601
postcss 5.2.17,Medium,2,940526
ajv 6.12.3,Medium,2,938374
bn.js 4.11.8,Medium,2,938374
lodash 4.17.11,Medium,2,938374
postcss 7.0.32,Medium,2,938374
tough-cookie 2.3.3,Medium,2,938374
postcss 8.4.16,Medium,2,936424
@babel/helpers 7.14.0,Medium,1,936285
@babel/runtime 7.12.1,Medium,1,936285
@babel/runtime 7.22.3,Medium,1,936285
@parcel/reporter-dev-server 2.0.0-canary.1778,Medium,1,936285
ajv 4.11.5,Medium,1,936285
ajv 8.16.0,Medium,1,936285
bn.js 4.11.9,Medium,1,936285
bn.js 4.12.1,Medium,1,936285
bn.js 5.2.0,Medium,1,936285
ecstatic 2.2.2,Medium,1,936285
electron 23.1.2,Medium,1,936285
elliptic 6.4.0,Medium,1,936285
express 4.14.0,Medium,1,936285
express 4.15.4,Medium,1,936285
express 4.16.2,Medium,1,936285
express 4.17.3,Medium,1,936285
fast-xml-parser 3.19.0,Medium,1,936285
file-type 14.7.1,Medium,1,936285
http-proxy-middleware 3.0.3,Medium,1,936285
jpeg-js 0.1.2,Medium,1,936285
node-forge 0.6.33,Medium,1,936285
picomatch 2.3.0,Medium,1,936285
postcss 5.2.15,Medium,1,936285
postcss 6.0.14,Medium,1,936285
postcss 6.0.9,Medium,1,936285
puppeteer 1.11.0,Medium,1,936285
qs 6.4.1,Medium,1,936285
qs 6.5.1,Medium,1,936285
qs 6.9.7,Medium,1,936285
randomatic 1.1.7,Medium,1,936285
react-dev-utils 0.5.2,Medium,1,936285
react-dev-utils 3.1.1,Medium,1,936285
react-dev-utils 4.2.1,Medium,1,936285
react-dev-utils 5.0.3,Medium,1,936285
react-dom 16.2.0,Medium,1,936285
sockjs 0.3.18,Medium,1,936285
sockjs 0.3.19,Medium,1,936285
urijs 1.18.12,Medium,1,936285
urijs 1.19.0,Medium,1,936285
urijs 1.19.6,Medium,1,936285
url-parse 1.0.5,Medium,1,936285
url-parse 1.1.7,Medium,1,936285
url-parse 1.1.9,Medium,1,936285
url-parse 1.2.0,Medium,1,936285
url-parse 1.5.1,Medium,1,936285
webpack 5.82.1,Medium,1,936285
webpack 5.93.0,Medium,1,936285
webpack-dev-server 1.16.2,Medium,1,936285
webpack-dev-server 2.11.3,Medium,1,936285
webpack-dev-server 2.7.1,Medium,1,936285
webpack-dev-server 2.9.4,Medium,1,936285
webpack-dev-server 4.15.0,Medium,1,936285
yaml 2.5.1,Medium,1,936285
micromatch 4.0.5,Medium,11,796093
picomatch 4.0.3,Medium,12,787451
yaml 2.8.2,Medium,9,763905
js-yaml 3.14.1,Medium,11,740744
serialize-javascript 7.0.4,Medium,6,739264
mdast-util-to-hast 13.2.0,Medium,5,715765
ajv 8.17.1,Medium,14,692876
picomatch 4.0.2,Medium,5,674920
angular 1.6.10,Medium,2,670532
xml2js 0.4.23,Medium,6,631231
@babel/runtime 7.23.6,Medium,2,589610
ajv 8.12.0,Medium,9,572301
brace-expansion 5.0.4,Medium,6,569355
prismjs 1.29.0,Medium,5,554969
qs 6.5.5,Medium,3,544759
angular 1.8.3,Medium,2,544745
express 4.18.2,Medium,5,541246
angular 1.5.11,Medium,1,540504
angular 1.7.9,Medium,1,540504
lodash-es 4.17.21,Medium,10,529481
serialize-javascript 5.0.1,Medium,3,506902
@octokit/plugin-paginate-rest 2.21.3,Medium,2,489322
@octokit/request 5.6.3,Medium,2,489322
@octokit/request-error 2.1.0,Medium,2,489322
markdown-it 13.0.1,Medium,2,489322
follow-redirects 1.15.1,Medium,4,466939
rack 3.2.1,Medium,2,462036
request 2.88.0,Medium,3,458612
tough-cookie 2.4.3,Medium,3,458612
webpack 5.89.0,Medium,3,458480
follow-redirects 1.15.2,Medium,2,456523
micromatch 4.0.7,Medium,2,452657
esbuild 0.18.20,Medium,3,451027
dompurify 3.2.6,Medium,3,446209
ajv 5.5.2,Medium,3,441615
prismjs 1.27.0,Medium,2,439526
webpack-dev-server 4.15.1,Medium,2,439526
@babel/runtime 7.24.7,Medium,2,429310
nokogiri 1.19.1-aarch64-linux-gnu,Medium,2,416148
tar 6.2.0,Medium,2,405905
bcrypt 3.1.20,Medium,2,404192
action_text-trix 2.1.16,Medium,1,403948
aws-sdk-s3 1.197.0,Medium,1,403948
faraday 2.14.0,Medium,1,403948
net-imap 0.5.5,Medium,1,403948
trix 2.0.5,Medium,1,403948
urijs 1.17.1,Medium,1,403948
@octokit/endpoint 9.0.5,Medium,2,393818
@octokit/plugin-paginate-rest 9.2.1,Medium,2,393818
@octokit/request 8.4.0,Medium,2,393818
@octokit/request-error 5.1.0,Medium,2,393818
store2 2.14.2,Medium,2,392789
commons-lang 2.6,Medium,9,391174
@babel/helpers 7.26.0,Medium,1,386951
@babel/runtime 7.23.5,Medium,1,386951
@babel/runtime 7.25.0,Medium,1,386951
@babel/runtime 7.25.7,Medium,1,386951
@babel/runtime-corejs2 7.5.5,Medium,1,386951
@octokit/plugin-paginate-rest 6.1.2,Medium,1,386951
@octokit/request 6.2.8,Medium,1,386951
@octokit/request-error 3.0.3,Medium,1,386951
axios 0.24.0,Medium,1,386951
brace-expansion 4.0.0,Medium,1,386951
ejs 3.1.9,Medium,1,386951
fast-xml-parser 5.3.0,Medium,1,386951
grunt 1.3.0,Medium,1,386951
js-yaml 3.5.3,Medium,1,386951
locutus 2.0.16,Medium,1,386951
markdown-it 12.0.4,Medium,1,386951
markdown-to-jsx 7.3.2,Medium,1,386951
qs 6.11.2,Medium,1,386951
react-router 6.23.0,Medium,1,386951
react-router 6.3.0,Medium,1,386951
smol-toml 1.3.4,Medium,1,386951
undici 5.28.2,Medium,1,386951
yaml 2.3.4,Medium,1,386951
yaml 2.6.1,Medium,1,386951
yargs-parser 2.4.1,Medium,1,386951
requests 2.32.5,Medium,3,377668
js-yaml 3.13.1,Medium,3,294228
jinja2 3.0.0,Medium,3,291486
underscore.string 2.3.3,Medium,4,276251
drupal/core 9.8.0,Medium,1,268561
drupal/core-recommended 9.8.0,Medium,1,268561
smol-toml 1.4.2,Medium,1,268561
yaml 2.8.0,Medium,1,268561
@babel/runtime 7.22.6,Medium,2,255234
react-router 6.30.1,Medium,2,255234
jinja2 3.1.5,Medium,2,254910
requests 2.32.4,Medium,4,254060
qs 6.5.2,Medium,4,252068
lodash 3.10.1,Medium,5,219290
minimist 1.2.0,Medium,5,219290
minimist 0.0.8,Medium,6,217507
brace-expansion 5.0.3,Medium,4,211905
@babel/runtime 7.24.0,Medium,2,210963
@babel/runtime 7.19.0,Medium,2,202798
@babel/helpers 7.22.6,Medium,1,202659
activesupport 7.2.3,Medium,1,202659
bytes 1.10.1,Medium,2,202659
jruby-openssl 0.15.3,Medium,1,202659
rustls-webpki 0.103.6,Medium,1,202659
tar 0.4.44,Medium,1,202659
time 0.3.44,Medium,1,202659
protobuf-java 2.5.0,Medium,7,192382
fast-xml-parser 4.5.4,Medium,2,190379
markdown-it 8.4.2,Medium,3,188441
tunnel-agent 0.4.3,Medium,4,183309
github.com/go-viper/mapstructure/v2 v2.3.0,Medium,1,180955
github.com/golang/glog v1.2.2,Medium,1,180955
pynacl 1.5.0,Medium,2,178456
markdown-it 4.4.0,Medium,3,177041
github.com/docker/docker v28.5.2+incompatible,Medium,2,176342
dnspython 2.4.2,Medium,1,174761
ecdsa 0.19.0,Medium,1,174761
eventlet 0.39.0,Medium,1,174761
filelock 3.18.0,Medium,1,174761
flask-cors 5.0.0,Medium,1,174761
fonttools 4.43.0,Medium,1,174761
requests 2.32.3,Medium,2,174761
scikit-learn 1.3.1,Medium,1,174761
urllib3 2.3.0,Medium,2,174761
virtualenv 20.29.2,Medium,1,174761
werkzeug 2.3.7,Medium,1,174761
hive-exec 2.3.10,Medium,2,173675
hive-llap-common 2.3.10,Medium,1,170568
tinymce 6.8.6,Medium,2,170502
commons-lang3 3.17.0,Medium,2,166833
bl 1.0.3,Medium,3,164626
concat-stream 1.5.0,Medium,3,164626
moment-timezone 0.3.1,Medium,3,164626
ms 0.7.2,Medium,3,164626
shelljs 0.3.0,Medium,3,164626
tough-cookie 2.2.2,Medium,3,164626
web-auth/webauthn-lib 4.5.2,Medium,1,163635
qs 5.1.0,Medium,3,160447
qs 5.2.0,Medium,3,160447
guava 30.0-jre,Medium,1,159046
jackson-core 2.15.2,Medium,1,159046
kafka-clients 3.2.3,Medium,1,159046
engine.io 1.8.0,Medium,2,158358
jsonpointer 4.0.1,Medium,2,158358
parseuri 0.0.5,Medium,2,158358
socket.io 1.6.0,Medium,2,158358
socket.io-parser 2.3.1,Medium,2,158358
nanoid 3.3.6,Medium,5,154352
lodash 2.4.2,Medium,3,146223
serialize-javascript 6.0.0,Medium,3,143740
bl 0.9.5,Medium,2,139955
bl 1.1.2,Medium,2,136296
lodash 2.3.0,Medium,2,136296
parseuri 0.0.2,Medium,2,136296
parseuri 0.0.4,Medium,2,136296
request 2.74.0,Medium,2,136296
socket.io-parser 2.2.2,Medium,2,136296
socket.io-parser 2.2.4,Medium,2,136296
redis 4.5.1,Medium,1,132399
tough-cookie 2.3.4,Medium,2,132117
aquasecurity/trivy-action v0.33.1,Medium,1,130978
@babel/runtime 7.12.18,Medium,3,130497
bootstrap 3.3.7,Medium,1,130028
follow-redirects 1.14.7,Medium,1,130028
hosted-git-info 2.8.5,Medium,1,130028
jquery 3.3.1,Medium,1,130028
jsonschema2pojo-core 1.0.2,Medium,1,130028
markdown-it 6.0.1,Medium,1,130028
ms 0.6.2,Medium,1,130028
node-notifier 5.4.5,Medium,1,130028
npm 2.15.1,Medium,1,130028
qs 6.0.4,Medium,1,130028
qs 6.2.3,Medium,1,130028
request 2.69.0,Medium,1,130028
select2 4.0.0,Medium,1,130028
shelljs 0.2.6,Medium,1,130028
solr-core 8.11.2,Medium,1,130028
solr-solrj 8.11.2,Medium,1,130028
tar 4.4.19,Medium,1,130028
xmldom 0.1.31,Medium,1,130028
lodash 4.17.15,Medium,3,123264
ejs 3.1.8,Medium,2,123139
guzzlehttp/psr7 1.5.2,Medium,1,115807
laminas/laminas-diactoros 1.8.6,Medium,1,115807
laminas/laminas-form 2.13.0,Medium,1,115807
laminas/laminas-form 2.3.1,Medium,1,115807
laminas/laminas-form 2.4.0,Medium,1,115807
magento/product-community-edition 2.3.1,Medium,1,115807
paragonie/sodium_compat v1.9.1,Medium,1,115807
symfony/process 2.8.x-dev,Medium,1,115807
symfony/process v2.8.52,Medium,1,115807
symfony/process v4.1.11,Medium,1,115807
guava 16.0.1,Medium,1,115545
guava 22.0,Medium,1,115545
jetty-http 9.4.57.v20241219,Medium,1,115545
netty 3.10.5.Final,Medium,1,115545
plexus-utils 1.5.6,Medium,1,115545
commons-io 2.4,Medium,2,115410
phin 2.9.3,Medium,2,112464
lodash 2.4.1,Medium,1,111625
moment-timezone 0.5.5,Medium,1,111625
qs 0.6.6,Medium,1,111625
request 2.22.0,Medium,1,111625
tunnel-agent 0.3.0,Medium,1,111625
brace-expansion 5.0.2,Medium,2,108710
tough-cookie 3.0.1,Medium,3,107813
markdown 3.8,Medium,1,104572
torch 2.7.0,Medium,1,104572
werkzeug 3.1.5,Medium,1,104572
github.com/moby/moby v28.5.2+incompatible,Medium,1,104259
github.com/openfga/openfga v1.11.3,Medium,1,104259
@babel/runtime 7.18.9,Medium,1,102371
@nestjs/common 10.4.15,Medium,1,102371
astro 3.5.0,Medium,1,102371
devalue 4.3.3,Medium,1,102371
fast-xml-parser 5.3.6,Medium,1,102371
h3 1.15.3,Medium,1,102371
h3 2.0.1-rc.17,Medium,1,102371
jsondiffpatch 0.6.0,Medium,1,102371
langsmith 0.3.74,Medium,1,102371
nanotar 0.2.0,Medium,1,102371
next 14.2.35,Medium,1,102371
svelte 3.59.2,Medium,1,102371
svelte 4.2.8,Medium,1,102371
undici 5.29.0,Medium,1,102371
undici 7.18.2,Medium,1,102371
webpack-dev-server 4.11.0,Medium,1,102371
bn.js 4.12.2,Medium,3,97785
bn.js 5.2.2,Medium,3,97785
ws 6.2.1,Medium,2,94934
guava 11.0.2,Medium,4,93040
got 7.1.0,Medium,3,88139
activesupport 7.0.8,Medium,1,88008
activesupport 7.0.8.4,Medium,1,88008
rexml 3.2.6,Medium,1,88008
undici 6.23.0,Medium,1,88008
yaml 2.8.1,Medium,2,88008
logback-core 1.0.13,Medium,1,87080
dompurify 3.3.1,Medium,3,85627
"org.eclipse.paho.client.mqttv3 [1.2.5,)",Medium,1,85034
@babel/runtime 7.26.9,Medium,3,84441
esbuild 0.21.5,Medium,3,77096
@babel/helpers 7.23.2,Medium,3,73618
@babel/runtime 7.23.2,Medium,3,73618
httpclient 4.3.6,Medium,3,72985
@babel/helpers 7.24.5,Medium,2,70383
@babel/runtime 7.24.6,Medium,2,69573
bcpkix-jdk18on 1.78.1,Medium,2,69336
@babel/runtime 7.18.6,Medium,1,67376
fast-xml-parser 4.2.5,Medium,1,67376
fast-xml-parser 4.5.0,Medium,1,67376
js-yaml 4.0.0,Medium,1,67376
koa 2.7.0,Medium,1,67376
nanoid 3.1.20,Medium,1,67376
qs 4.0.0,Medium,1,67376
react-dev-utils 4.2.3,Medium,1,67376
webpack 5.51.1,Medium,1,67376
bootstrap 3.4.1,Medium,3,67025
commons-io @commons-io.version@,Medium,1,65973
commons-io @commons.io.version@,Medium,1,65973
@adobe/css-tools 4.2.0,Medium,1,65706
@angular/ssr 19.0.2,Medium,1,65706
@angular/ssr 20.0.3,Medium,1,65706
@babel/helpers 7.18.2,Medium,1,65706
@babel/runtime 7.18.3,Medium,1,65706
@babel/runtime-corejs3 7.18.3,Medium,1,65706
express 4.18.1,Medium,1,65706
postcss 8.4.14,Medium,1,65706
postcss 8.4.23,Medium,1,65706
qs 6.10.3,Medium,1,65706
webpack 5.73.0,Medium,1,65706
webpack-dev-server 4.9.2,Medium,1,65706
tar 6.1.11,Medium,2,64116
commons-compress 1.21,Medium,4,62890
junit 4.11,Medium,6,62204
guava 14.0.1,Medium,2,61994
activemq-client 5.15.9,Medium,1,59842
commons-lang3 3.3.2,Medium,1,59842
hive-exec 1.2.2,Medium,1,59842
hive-jdbc 1.2.2,Medium,1,59842
jackson-core 2.6.7,Medium,1,59842
jetty-http 9.4.44.v20210927,Medium,1,59842
jetty-server 9.4.44.v20210927,Medium,1,59842
jython-standalone 2.7.1,Medium,1,59842
mysql-connector-java 5.1.34,Medium,1,59842
org.eclipse.jgit 5.0.1.201806211838-r,Medium,1,59842
spark-core_2.10 1.6.1,Medium,1,59842
xercesImpl 2.11.0,Medium,1,59842
got 8.3.2,Medium,2,59809
esbuild 0.20.2,Medium,2,58413
activesupport 7.2.2.2,Medium,1,58088
aws-sdk-s3 1.198.0,Medium,1,58088
faraday 1.2.0,Medium,1,58088
junit 4.8.2,Medium,1,57433
logback-core 1.5.16,Medium,1,57433
log4j-core 2.17.1,Medium,2,54727
@babel/helpers 7.4.2,Medium,2,54664
hosted-git-info 2.5.0,Medium,2,54664
hosted-git-info 2.7.1,Medium,2,54664
minimist 1.1.3,Medium,2,54664
tar 4.4.8,Medium,2,54664
webpack-dev-server 3.11.3,Medium,2,53414
lodash 4.17.20,Medium,2,52819
@babel/helpers 7.12.1,Medium,1,52575
@babel/helpers 7.21.5,Medium,1,52575
@babel/helpers 7.22.10,Medium,1,52575
@babel/helpers 7.22.15,Medium,1,52575
@babel/runtime 7.10.4,Medium,1,52575
@babel/runtime 7.11.2,Medium,1,52575
@babel/runtime 7.22.10,Medium,1,52575
@babel/runtime 7.22.15,Medium,1,52575
@babel/runtime 7.23.1,Medium,1,52575
@babel/runtime 7.23.8,Medium,1,52575
@babel/runtime 7.3.1,Medium,1,52575
@babel/runtime 7.9.2,Medium,1,52575
@babel/runtime-corejs3 7.11.2,Medium,1,52575
@babel/runtime-corejs3 7.25.6,Medium,1,52575
@ckeditor/ckeditor5-html-support 46.0.3,Medium,1,52575
ajv 6.10.1,Medium,1,52575
ajv 6.10.2,Medium,1,52575
ajv 7.2.3,Medium,1,52575
ajv 8.14.0,Medium,1,52575
brace-expansion 1.1.8,Medium,1,52575
browserslist 4.6.2,Medium,1,52575
ckeditor4 4.22.1,Medium,1,52575
ckeditor5 46.0.3,Medium,1,52575
com.liferay.util.java 4.0.0,Medium,1,52575
dompurify 2.5.8,Medium,1,52575
esbuild 0.15.18,Medium,1,52575
esbuild 0.17.19,Medium,1,52575
esbuild 0.18.17,Medium,1,52575
estree-util-value-to-estree 3.2.1,Medium,1,52575
fast-xml-parser 4.4.1,Medium,1,52575
follow-redirects 1.15.4,Medium,1,52575
guava 13.0,Medium,1,52575
guava 18.0,Medium,1,52575
jackson-core 2.15.0,Medium,1,52575
javax.faces 2.2.18,Medium,1,52575
jetty-http 8.1.8.v20121106,Medium,1,52575
jetty-server 8.1.8.v20121106,Medium,1,52575
jspdf 3.0.4,Medium,1,52575
lodash-es 4.17.11,Medium,1,52575
lodash-es 4.17.4,Medium,1,52575
micromatch 3.1.0,Medium,1,52575
micromatch 3.1.5,Medium,1,52575
micromatch 4.0.2,Medium,1,52575
mjml 4.6.3,Medium,1,52575
next 15.5.10,Medium,1,52575
node-notifier 8.0.0,Medium,1,52575
postcss 7.0.18,Medium,1,52575
postcss 7.0.26,Medium,1,52575
postcss 8.4.27,Medium,1,52575
postcss 8.4.28,Medium,1,52575
postcss 8.4.30,Medium,1,52575
qs 6.11.1,Medium,1,52575
qs 6.7.3,Medium,1,52575
qs 6.9.6,Medium,1,52575
react-router 6.21.2,Medium,1,52575
shiro-core 1.1.0,Medium,1,52575
spring-context 4.1.2.RELEASE,Medium,1,52575
spring-context 4.1.9.RELEASE,Medium,1,52575
spring-core 4.1.2.RELEASE,Medium,1,52575
spring-core 4.1.9.RELEASE,Medium,1,52575
spring-expression 4.1.2.RELEASE,Medium,1,52575
spring-expression 4.1.9.RELEASE,Medium,1,52575
spring-security-core 5.5.1,Medium,1,52575
spring-web 4.1.2.RELEASE,Medium,1,52575
spring-web 4.1.9.RELEASE,Medium,1,52575
tar 6.1.15,Medium,1,52575
undici 5.0.0,Medium,1,52575
vite 3.2.7,Medium,1,52575
vite 4.4.7,Medium,1,52575
vite 4.4.9,Medium,1,52575
vite 4.5.1,Medium,1,52575
vite 4.5.14,Medium,1,52575
webpack 5.88.2,Medium,1,52575
ws 7.3.1,Medium,1,52575
yargs-parser 16.1.0,Medium,1,52575
jackson-core 2.18.0,Medium,1,51288
log4j-core 2.20.0,Medium,1,51288
logback-core 1.5.9,Medium,1,51288
neo4j 5.26.0,Medium,1,51288
rack 3.2.4,Medium,1,49903
junit 4.10,Medium,5,47969
github.com/docker/docker v24.0.0-rc.2.0.20230908212318-6ce5aa1cd5a4+incompatible,Medium,1,43748
golang.org/x/crypto v0.36.0,Medium,1,43748
golang.org/x/crypto v0.41.0,Medium,1,43748
bcpkix-jdk18on 1.78,Medium,1,42493
logback-core 1.3.15,Medium,1,42493
@babel/helpers 7.24.4,Medium,1,42359
@babel/runtime 7.17.2,Medium,1,42359
@babel/runtime 7.20.7,Medium,1,42359
@babel/runtime 7.24.5,Medium,1,42359
bl 1.2.2,Medium,1,42359
markdown-to-jsx 4.0.3,Medium,1,42359
meteor 0.0.1,Medium,1,42359
mysql 2.17.1,Medium,1,42359
xml2js 0.4.22,Medium,1,42359
rustls-webpki 0.102.8,Medium,2,40873
activesupport 4.2.11.1,Medium,2,40271
@intlify/core-base 10.0.3,Medium,1,35570
@intlify/shared 10.0.3,Medium,1,35570
dompurify 2.4.0,Medium,1,35570
fast-xml-parser 5.0.9,Medium,1,35570
guzzlehttp/psr7 1.8.2,Medium,1,35570
jquery 2.2.4,Medium,1,35570
moment-timezone 0.4.1,Medium,1,35570
nodemailer 6.7.3,Medium,1,35570
nodemailer 6.8.0,Medium,1,35570
phpoffice/phpspreadsheet 1.17.1,Medium,1,35570
prestashop/blockreassurance v5.1.1,Medium,1,35570
prestashop/productcomments v5.0.1,Medium,1,35570
prestashop/ps_contactinfo v3.3.0,Medium,1,35570
smarty/smarty v3.1.43,Medium,1,35570
socket.io 4.6.0,Medium,1,35570
symfony/process v6.4.26,Medium,1,35570
symfony/symfony v4.4.32,Medium,1,35570
tar 6.1.13,Medium,1,35570
tecnickcom/tcpdf 6.4.1,Medium,1,35570
tough-cookie 4.1.2,Medium,1,35570
twig/twig v3.3.8,Medium,1,35570
validator 13.15.15,Medium,1,35570
vue-i18n 10.0.3,Medium,1,35570
express 4.15.2,Medium,2,34598
js-yaml 3.8.3,Medium,2,34598
lodash 3.7.0,Medium,2,34598
markdown-it 4.3.0,Medium,2,34598
npm 2.14.10,Medium,2,34598
request 2.65.0,Medium,2,34598
tar 1.0.3,Medium,2,34598
xmldom 0.1.27,Medium,2,34598
commons-lang 2.4,Medium,3,34290
commons-lang3 3.12.0,Medium,3,31934
log4j-core 2.18.0,Medium,2,31285
junit 4.8.1,Medium,2,30156
mysql-connector-java 8.0.13,Medium,2,29808
commons-net 1.4.1,Medium,2,29244
commons-io 2.1,Medium,3,28845
commons-net 3.1,Medium,2,28811
jetty-server 9.4.51.v20230217,Medium,2,28675
ajv 4.11.7,Medium,1,28330
ambari 2.7.6,Medium,1,28330
brace-expansion 1.1.7,Medium,1,28330
checkstyle 8.9,Medium,1,28330
commons-compress 1.4.1,Medium,1,28330
commons-configuration2 2.8.0,Medium,1,28330
commons-lang3 3.9,Medium,1,28330
connect 1.9.2,Medium,1,28330
connect 2.8.8,Medium,1,28330
cookie-signature 1.0.1,Medium,1,28330
engine.io 1.8.3,Medium,1,28330
express 2.5.8,Medium,1,28330
express 3.3.8,Medium,1,28330
guava 27.0-jre,Medium,1,28330
hadoop-common 2.2.0,Medium,1,28330
handlebars 1.0.12,Medium,1,28330
handlebars 2.0.0,Medium,1,28330
handlebars 4.0.6,Medium,1,28330
hosted-git-info 2.4.2,Medium,1,28330
httpclient 4.1.2,Medium,1,28330
is-my-json-valid 2.16.0,Medium,1,28330
jackson-core 2.18.2,Medium,1,28330
jackson-core 2.4.0,Medium,1,28330
jackson-databind 2.4.0,Medium,1,28330
jettison 1.1,Medium,1,28330
karma 1.6.0,Medium,1,28330
lodash 4.16.6,Medium,1,28330
log4js 0.6.38,Medium,1,28330
logback-core 1.2.13,Medium,1,28330
moment-timezone 0.5.13,Medium,1,28330
ms 0.7.0,Medium,1,28330
ms 0.7.3,Medium,1,28330
netty 3.7.0.Final,Medium,1,28330
nimbus-jose-jwt 5.9,Medium,1,28330
node-notifier 5.1.2,Medium,1,28330
node-sass 3.13.1,Medium,1,28330
nwmatcher 1.3.9,Medium,1,28330
qs 0.4.2,Medium,1,28330
qs 0.6.5,Medium,1,28330
qs 5.2.1,Medium,1,28330
request 2.53.0,Medium,1,28330
request 2.67.0,Medium,1,28330
send 0.1.4,Medium,1,28330
snappy-java 1.0.4.1,Medium,1,28330
socket.io 1.7.3,Medium,1,28330
spring-context 4.0.5.RELEASE,Medium,1,28330
spring-context 6.0.23,Medium,1,28330
spring-core 4.0.5.RELEASE,Medium,1,28330
spring-expression 4.0.5.RELEASE,Medium,1,28330
spring-ldap-core 2.3.2.RELEASE,Medium,1,28330
spring-security-core 6.0.8,Medium,1,28330
spring-web 4.0.5.RELEASE,Medium,1,28330
spring-web 6.0.23,Medium,1,28330
spring-webmvc 4.0.5.RELEASE,Medium,1,28330
spring-webmvc 6.0.23,Medium,1,28330
spring-websocket 6.0.23,Medium,1,28330
useragent 2.1.13,Medium,1,28330
xstream 1.4.7,Medium,1,28330
yamlbeans 1.13,Medium,1,28330
dompurify 3.3.0,Medium,3,28248
activemq-core 5.7.0,Medium,1,28178
guava 29.0-jre,Medium,1,28178
