VendorName,Product,ProductCategory,IsOpenSource,GitHubLink
ISPRIME,ISPrime CDN,Content Delivery Networks,No,
LeaseWeb Netherlands B.V.,Leaseweb CDN,Content Delivery Networks,No,
Mirror Image Internet Inc,Mirror Image,Content Delivery Networks,No,
Baishan Cloud,BaishanCloud,Content Delivery Networks,No,
The jQuery Foundation Inc,jQuery,Frameworks & Libraries,Yes,https://github.com/jquery/jquery
The jQuery Foundation Inc,jQuery UI,Frameworks & Libraries,Yes,https://github.com/jquery/jquery-ui
Modernizr,Modernizr,Frameworks & Libraries,Yes,https://github.com/Modernizr/Modernizr
The jQuery Foundation Inc,jQuery Migrate,Frameworks & Libraries,Yes,https://github.com/jquery/jquery-migrate
FACEBOOK,React,Frameworks & Libraries,Yes,https://github.com/facebook/react
RequireJS,RequireJS,Frameworks & Libraries,Yes,https://github.com/requirejs/requirejs
Angular,AngularJS,Frameworks & Libraries,Yes,https://github.com/angular/angular
Twitter Inc.,Bootstrap,Frameworks & Libraries,Yes,https://github.com/twbs/bootstrap
Twitter Inc.,Bootstrap v3.1.1,Frameworks & Libraries,Yes,https://github.com/twbs/bootstrap
Oracle,JavaScript,Frameworks & Libraries,No,
Ruby on Rails,Ruby on Rails,Frameworks & Libraries,Yes,https://github.com/rails/rails
Yahoo!,Yahoo User Interface,Frameworks & Libraries,Yes,https://github.com/yui/yui3
Node.js,Node.js,Frameworks & Libraries,Yes,https://github.com/nodejs/node
Backbonejs,Backbonejs,Frameworks & Libraries,Yes,https://github.com/jashkenas/backbone
SpryMedia,DataTables,Frameworks & Libraries,No,
The jQuery Foundation Inc,JQuery 1.11.1,Frameworks & Libraries,Yes,https://github.com/jquery/jquery
Eight Media,Hammerjs,Frameworks & Libraries,Yes,
The jQuery Foundation Inc,jQuery Mobile,Frameworks & Libraries,Yes,
Twitter Inc.,Bootstrap v320,Frameworks & Libraries,Yes,https://github.com/twbs/bootstrap
Less,Less,Frameworks & Libraries,Yes,https://github.com/less/less.js
Polymer Authors,Polymer,Frameworks & Libraries,Yes,
FACEBOOK,React Native,Frameworks & Libraries,Yes,https://github.com/facebook/react-native
PrettyPolymath,Prototype,Frameworks & Libraries,Yes,https://github.com/prototypejs/prototype
Sentry,Ravenjs,Frameworks & Libraries,Yes,https://github.com/getsentry/sentry-javascript
Node.js,Express,Frameworks & Libraries,Yes,https://github.com/expressjs/express
Ionic,Ionic Framework,Frameworks & Libraries,Yes,https://github.com/ionic-team/ionic-framework
Oracle,JavaServer Faces,Frameworks & Libraries,No,
CodeIgniter,CodeIgniter,Frameworks & Libraries,Yes,https://github.com/codeigniter4/CodeIgniter4
Microsoft,Microsoft Silverlight,Frameworks & Libraries,No,
The jQuery Foundation Inc,JQuery 2.1.1,Frameworks & Libraries,Yes,https://github.com/jquery/jquery
Progress Software,Kendo UI,Frameworks & Libraries,Yes,https://github.com/telerik/kendo-ui-core
Meteor Development Group Inc.,Meteor,Frameworks & Libraries,Yes,https://github.com/meteor/meteor
Oracle,Java Servlet Technology,Frameworks & Libraries,No,
Symfony,Symfony,Frameworks & Libraries,Yes,https://github.com/symfony/symfony
Django Software Foundation,Django,Frameworks & Libraries,Yes,https://github.com/django/django
The Apache Software Foundation,Apache MathJax,Frameworks & Libraries,Yes,https://github.com/mathjax/MathJax
Sencha Inc,Ext JS,Frameworks & Libraries,No,
Sencha Inc,Sencha Touch,Frameworks & Libraries,No,
Zend,Zend Framework,Frameworks & Libraries,Yes,https://github.com/laminas/laminas-mvc
Tilde,Emberjs,Frameworks & Libraries,Yes,https://github.com/emberjs/ember.js
Yii Framework,Yii,Frameworks & Libraries,Yes,https://github.com/yiiframework/yii2
Google,Material Design Lite,Frameworks & Libraries,Yes,
Vaadin,Vaadin,Frameworks & Libraries,Yes,https://github.com/vaadin/framework
Pivotal Software,Spring,Frameworks & Libraries,Yes,https://github.com/spring-projects/spring-framework
Semantic UI,Semantic-ui,Frameworks & Libraries,Yes,https://github.com/Semantic-Org/Semantic-UI
Lightbend,Akka HTTP,Frameworks & Libraries,Yes,https://github.com/akka/akka-http
EasyMock,EasyMock,Frameworks & Libraries,Yes,https://github.com/easymock/easymock
Twitter Inc.,Hoganjs,Frameworks & Libraries,Yes,https://github.com/twitter/hogan.js
DHTMLX Team,DHTMLX,Frameworks & Libraries,No,
Blue Spire Consulting Inc.,Aurelia,Frameworks & Libraries,Yes,https://github.com/aurelia/framework
Watir,Watir,Frameworks & Libraries,Yes,https://github.com/watir/watir
Cake Software Foundation Inc.,CakePHP,Frameworks & Libraries,Yes,https://github.com/cakephp/cakephp
ZURB Inc.,ZURB Foundation,Frameworks & Libraries,Yes,https://github.com/foundation/foundation-sites
Oracle,JavaServer Pages,Frameworks & Libraries,No,
SAP,OpenUI5,Frameworks & Libraries,Yes,
Potix Corporation,ZK,Frameworks & Libraries,Yes,https://github.com/zkoss/zk
Google,Angular Material,Frameworks & Libraries,Yes,https://github.com/angular/components
Adobe Systems Inc.,Adobe Coral UI,Frameworks & Libraries,No,
Bubble Group Inc.,Bubble,Frameworks & Libraries,No,
Oracle,Oracle Application Framework,Frameworks & Libraries,No,
liftweb.net,Lift,Frameworks & Libraries,Yes,https://github.com/lift/framework
Webix Inc.,Webix,Frameworks & Libraries,No,
Lightbend Inc.,Play Framework,Frameworks & Libraries,Yes,https://github.com/playframework/playframework
Dart,AngularDart,Frameworks & Libraries,Yes,
Dedagroup ICT Network,FlexCMP,Frameworks & Libraries,No,
Designmodo Inc.,Flat UI,Frameworks & Libraries,Yes,
ImpressPages,ImpressPages,Frameworks & Libraries,Yes,
yandex.com,BEM,Frameworks & Libraries,Yes,
Microsoft,Microsoft Azure,IT Infrastructure & Ops Management,No,
Red Hat,Red Hat JBoss Operations Network,IT Infrastructure & Ops Management,No,
Amazon,Amazon Cloudwatch,IT Infrastructure & Ops Management,No,
Nagios Enterprises,Nagios,IT Infrastructure & Ops Management,Yes,https://github.com/NagiosEnterprises/nagioscore
Grafana Labs,Grafana,IT Infrastructure & Ops Management,Yes,https://github.com/grafana/grafana
VMware Inc.,VMware vFabric RabbitMQ,IT Infrastructure & Ops Management,No,
Microsoft,Microsoft SCOM (System Center Operations Manager),IT Infrastructure & Ops Management,No,
Zabbix,Zabbix,IT Infrastructure & Ops Management,Yes,https://github.com/zabbix/zabbix
Compuware Corporation,Compuware dynaTrace,IT Infrastructure & Ops Management,No,
IBM,IBM Tivoli,IT Infrastructure & Ops Management,No,
Datadog Inc,Datadog,IT Infrastructure & Ops Management,No,
Opscode,Opscode Chef,IT Infrastructure & Ops Management,Yes,https://github.com/chef/chef
BMC Software,BMC Remedy Magic,IT Infrastructure & Ops Management,No,
Oracle,Oracle Fusion,IT Infrastructure & Ops Management,No,
Docker,Swarm,IT Infrastructure & Ops Management,Yes,https://github.com/moby/swarmkit
Aras Corp,Aras Corp,IT Infrastructure & Ops Management,No,
IBM,IBM Vsam,IT Infrastructure & Ops Management,No,
IBM,IBM Tivoli Monitoring,IT Infrastructure & Ops Management,No,
VMware Inc.,VMware Distributed Resource Scheduler (DRS),IT Infrastructure & Ops Management,No,
Siemens,Siemens SIMATIC Automation Designer,IT Infrastructure & Ops Management,No,
PagerDuty,PagerDuty,IT Infrastructure & Ops Management,No,
CA Technologies,CA 1,IT Infrastructure & Ops Management,No,
HP Inc.,ServTestMgmt,IT Infrastructure & Ops Management,No,
Automic,Automic,IT Infrastructure & Ops Management,No,
IBM,IBM WebSphere Message Broker,IT Infrastructure & Ops Management,No,
Micro Focus,Micro Focus SiteScope,IT Infrastructure & Ops Management,No,
Gigamon,Gigamon,IT Infrastructure & Ops Management,No,
SaltStack,SaltStack,IT Infrastructure & Ops Management,Yes,https://github.com/saltstack/salt
CA Technologies,CA Clarity,IT Infrastructure & Ops Management,No,
Quartz Scheduler,Quartz Scheduler,IT Infrastructure & Ops Management,Yes,https://github.com/quartz-scheduler/quartz
CA Technologies,CA 7,IT Infrastructure & Ops Management,No,
Symantec,Symantec Deployment Solution,IT Infrastructure & Ops Management,No,
Ixia,Ixia,IT Infrastructure & Ops Management,No,
Micro Focus,Micro Focus Network Node Manager i,IT Infrastructure & Ops Management,No,
BMC Software,BMC Software,IT Infrastructure & Ops Management,No,
BMC Software,BMC Capacity Management,IT Infrastructure & Ops Management,No,
CA Technologies,CA Workload Automation,IT Infrastructure & Ops Management,No,
Quest Software,Quest Foglight,IT Infrastructure & Ops Management,No,
BMC Software,BMC Atrium,IT Infrastructure & Ops Management,No,
CA Technologies,CA NetQoS,IT Infrastructure & Ops Management,No,
CA Technologies,CA eHealth,IT Infrastructure & Ops Management,No,
ASG Software,ASG Zeke,IT Infrastructure & Ops Management,No,
BMC Software,BMC TrueSight,IT Infrastructure & Ops Management,No,
Icinga,Icinga,IT Infrastructure & Ops Management,Yes,https://github.com/Icinga/icinga2
Avocent Corporation,Avocent,IT Infrastructure & Ops Management,No,
Zenoss Inc.,Zenoss,IT Infrastructure & Ops Management,Yes,https://github.com/zenoss
Tibco,Tibco Hawk,IT Infrastructure & Ops Management,No,
Aternity,Aternity,IT Infrastructure & Ops Management,No,
BMC Software,BMC PATROL,IT Infrastructure & Ops Management,No,
CA Technologies,CA Application Performance Management (APM),IT Infrastructure & Ops Management,No,
Informatica,Informatica Data Replication,IT Infrastructure & Ops Management,No,
XebiaLabs Inc.,XL Release,IT Infrastructure & Ops Management,No,
Vision Solutions,Vision Solutions MIMIX,IT Infrastructure & Ops Management,No,
CA Technologies,CA NetQoS NetVoyant,IT Infrastructure & Ops Management,No,
NetScout Systems Inc.,NetScout nGenius,IT Infrastructure & Ops Management,No,
IBM,IBM Sterling File Gateway,IT Infrastructure & Ops Management,No,
CA Technologies,CA InterTest,IT Infrastructure & Ops Management,No,
IBM,IBM GPFS,IT Infrastructure & Ops Management,No,
IBM,MngdFileXfer,IT Infrastructure & Ops Management,No,
IBM,IBM Tivoli Composite Application Manager (ITCAM),IT Infrastructure & Ops Management,No,
Symantec,Altiris Client Management Suite,IT Infrastructure & Ops Management,No,
HP Inc.,HP Operations Manager,IT Infrastructure & Ops Management,No,
Nimsoft,Nimsoft,IT Infrastructure & Ops Management,No,
CA Technologies,CA RC/Query,IT Infrastructure & Ops Management,No,
Fluke Networks,Fluke Networks,IT Infrastructure & Ops Management,No,
Microsoft,Microsoft Advanced Group Policy Management,IT Infrastructure & Ops Management,No,
BMC Software,BMC DASD MANAGER,IT Infrastructure & Ops Management,No,
Linoma Software,Linoma Software,IT Infrastructure & Ops Management,No,
Dell EMC,EMC Smarts,IT Infrastructure & Ops Management,No,
Numara Software,Numara Software,IT Infrastructure & Ops Management,No,
The Cacti Group Inc.,Cacti,IT Infrastructure & Ops Management,Yes,https://github.com/Cacti/cacti
Moogsoft,Moogsoft AIOps,IT Infrastructure & Ops Management,No,
Solarwinds,SolarWinds Network Performance Monitor,IT Infrastructure & Ops Management,No,
Cisco Systems Inc,Cisco Tidal Enterprise Scheduler,IT Infrastructure & Ops Management,No,
Century Software,Century TinyTERM,IT Infrastructure & Ops Management,No,
ASG Software,ASG JCLPREP,IT Infrastructure & Ops Management,No,
Dell,Dell SecureWorks,IT Infrastructure & Ops Management,No,
CA Technologies,CA Scheduler,IT Infrastructure & Ops Management,No,
CA Technologies,CA SYSVIEW,IT Infrastructure & Ops Management,No,
CA Technologies,CA Automation Point,IT Infrastructure & Ops Management,No,
BMC Software,BMC ProactiveNet Performance Management,IT Infrastructure & Ops Management,No,
TeamQuest,TeamQuest,IT Infrastructure & Ops Management,No,
IBM,IBM BDAM,IT Infrastructure & Ops Management,No,
EasyVista,EasyVista,IT Infrastructure & Ops Management,No,
GitHub,Graphite,IT Infrastructure & Ops Management,Yes,https://github.com/graphite-project/graphite-web
AppNeta,AppNeta,IT Infrastructure & Ops Management,No,
CA Technologies,CA JCLCheck,IT Infrastructure & Ops Management,No,
Informatica,Informatica Data Archive,IT Infrastructure & Ops Management,No,
NetIQ,NetIQ AppManager,IT Infrastructure & Ops Management,No,
Dell EMC,EMC Ionix,IT Infrastructure & Ops Management,No,
IBM,IBM DFHSM,IT Infrastructure & Ops Management,No,
Numerify Inc,Numerify,IT Infrastructure & Ops Management,No,
ASG Software,ASG Rochade,IT Infrastructure & Ops Management,No,
Dell EMC,EMC ControlCenter,IT Infrastructure & Ops Management,No,
IBM,IBM DFSMS,IT Infrastructure & Ops Management,No,
SmartBear Software,Alertsite,IT Infrastructure & Ops Management,No,
IBM,IBM Application Performance Management,IT Infrastructure & Ops Management,No,
Network Instruments,Network Instruments,IT Infrastructure & Ops Management,No,
HP Inc.,HP Connect-IT,IT Infrastructure & Ops Management,No,
Kalido,Kalido,IT Infrastructure & Ops Management,No,
CA Technologies,CA Vantage,IT Infrastructure & Ops Management,No,
Hitachi Data Systems Corporation,Hitachi Command Suite,IT Infrastructure & Ops Management,No,
IBM,IBM Sterling Control Center,IT Infrastructure & Ops Management,No,
BMC Software,BMC Remedy OnDemand,IT Infrastructure & Ops Management,No,
Symmetricom,Symmetricom,IT Infrastructure & Ops Management,No,
VictorOps Inc.,VictorOps,IT Infrastructure & Ops Management,No,
NetApp,NetApp SnapLock,IT Infrastructure & Ops Management,No,
Opsview,Opsview,IT Infrastructure & Ops Management,No,
Symantec,Symantec Storage Foundation,IT Infrastructure & Ops Management,No,
Inmagic,Inmagic,IT Infrastructure & Ops Management,No,
CA Technologies,CA MICS,IT Infrastructure & Ops Management,No,
CA Technologies,CA MIM,IT Infrastructure & Ops Management,No,
Infor,Infor Optiva,IT Infrastructure & Ops Management,No,
HP Inc.,HP PolyServe,IT Infrastructure & Ops Management,No,
Symantec,Altiris IT Management Suite,IT Infrastructure & Ops Management,No,
UNICOM Systems Inc,TraceMaster,IT Infrastructure & Ops Management,No,
Absolute Software,Absolute Software,IT Infrastructure & Ops Management,No,
CA Technologies,CA TLMS,IT Infrastructure & Ops Management,No,
Informatica,Informatica ILM Nearline,IT Infrastructure & Ops Management,No,
HP Inc.,HP Client Automation,IT Infrastructure & Ops Management,No,
NetApp,NetApp FlexClone,IT Infrastructure & Ops Management,No,
Goverlan,Goverlan,IT Infrastructure & Ops Management,No,
IBM,IBM Tivoli Netcool/Impact,IT Infrastructure & Ops Management,No,
CA Technologies,CA GigaStor,IT Infrastructure & Ops Management,No,
IBM,IBM Tivoli Enterprise Console,IT Infrastructure & Ops Management,No,
Oracle,Oracle Grid Engine,IT Infrastructure & Ops Management,No,
BMC Software,BMC Apptune,IT Infrastructure & Ops Management,No,
VMware Inc.,VMware vCenter Server Heartbeat,IT Infrastructure & Ops Management,No,
Plutora,Plutora Release,IT Infrastructure & Ops Management,No,
Panasas,Panasas pNFS,IT Infrastructure & Ops Management,No,
Software AG,Software AG EntireX,IT Infrastructure & Ops Management,No,
HP Inc.,HP GlancePlus,IT Infrastructure & Ops Management,No,
IBM,IBM Telelogic,IT Infrastructure & Ops Management,No,
CA Technologies,CA Jobtrac,IT Infrastructure & Ops Management,No,
Inedo,Inedo BuildMaster,IT Infrastructure & Ops Management,No,
IBM,IBM IEBCOPY,IT Infrastructure & Ops Management,No,
Chicago-Soft,QuickRef,IT Infrastructure & Ops Management,No,
HP Inc.,HP Performance Manager,IT Infrastructure & Ops Management,No,
ASG Software,ASG PRO/JCL,IT Infrastructure & Ops Management,No,
SAP,SAP Data Integrator,IT Infrastructure & Ops Management,No,
Compuware Corporation,Compuware Hiperstation,IT Infrastructure & Ops Management,No,
CA Technologies,CA Capacity Manager,IT Infrastructure & Ops Management,No,
Dynatrace LLC,Gomez,IT Infrastructure & Ops Management,No,
Professional Systems Associates Inc.,CMPRO,IT Infrastructure & Ops Management,No,
IP Label,ip-label,IT Infrastructure & Ops Management,No,
Arena Solutions,Arena PLM,IT Infrastructure & Ops Management,No,
FileWave,FileWave,IT Infrastructure & Ops Management,No,
Centerfield Technology,Centerfield Technology,IT Infrastructure & Ops Management,No,
CA Technologies,CA Teleview,IT Infrastructure & Ops Management,No,
IBM,IBM UrbanCode Release,IT Infrastructure & Ops Management,No,
NetScout Systems Inc.,NetScout Sniffer Analysis,IT Infrastructure & Ops Management,No,
CA Technologies,CA RC/Migrator,IT Infrastructure & Ops Management,No,
CA Technologies,CA Bundl,IT Infrastructure & Ops Management,No,
ASG Software,ASG Zena,IT Infrastructure & Ops Management,No,
ORSYP,ORSYP,IT Infrastructure & Ops Management,No,
Symantec,Symantec Veritas CommandCentral,IT Infrastructure & Ops Management,No,
HP Inc.,HP Storage Essentials,IT Infrastructure & Ops Management,No,
Stackify,Stackify,IT Infrastructure & Ops Management,No,
Redwood Software,Redwood Cronacle,IT Infrastructure & Ops Management,No,
Oracle,StorageTek ACSLS,IT Infrastructure & Ops Management,No,
CA Technologies,CA DataMinder,IT Infrastructure & Ops Management,No,
sensuapp,Sensu,IT Infrastructure & Ops Management,Yes,https://github.com/sensu/sensu-go
CA Technologies,CA SymDump,IT Infrastructure & Ops Management,No,
NetSuite,NetSuite SuiteCloud,IT Infrastructure & Ops Management,No,
IBM,IBM QSAM,IT Infrastructure & Ops Management,No,
BMC Software,BMC Release,IT Infrastructure & Ops Management,No,
Aurea Software,Progress Sonic,IT Infrastructure & Ops Management,No,
Compuware Corporation,Compuware Strobe,IT Infrastructure & Ops Management,No,
HPE,HPE AppPulse,IT Infrastructure & Ops Management,No,
Informatica,Informatica Data Subset,IT Infrastructure & Ops Management,No,
Applimation Inc.,Applimation,IT Infrastructure & Ops Management,No,
IBM,IBM Tivoli AF/OPERATOR,IT Infrastructure & Ops Management,No,
NTP Software,NTP Software,IT Infrastructure & Ops Management,No,
Software Engineering Of America,Seasoft,IT Infrastructure & Ops Management,No,
CA Technologies,CA Virtual Assurance,IT Infrastructure & Ops Management,No,
Oracle,StorageTek Virtual Storage Manager,IT Infrastructure & Ops Management,No,
Openmake Software Inc,OpenMake Software Release Engineer,IT Infrastructure & Ops Management,No,
Novell,Novell Storage Manager,IT Infrastructure & Ops Management,No,
ASG Software,ASG PerfMan,IT Infrastructure & Ops Management,No,
Heroix,Heroix,IT Infrastructure & Ops Management,No,
M/Monit,M/Monit,IT Infrastructure & Ops Management,Yes,https://bitbucket.org/tildeslash/monit
Infor,Infor Product Lifecycle Management (PLM),IT Infrastructure & Ops Management,No,
ASG Software,ASG Zebb,IT Infrastructure & Ops Management,No,
Hitachi Data Systems Corporation,Hitachi Software,IT Infrastructure & Ops Management,No,
CA Technologies,CA Compress,IT Infrastructure & Ops Management,No,
IBM,IBM Tivoli Performance Analyzer,IT Infrastructure & Ops Management,No,
NetApp,NetApp FlexCache,IT Infrastructure & Ops Management,No,
CA Technologies,CA DADS,IT Infrastructure & Ops Management,No,
CA Technologies,CA Dynam/T,IT Infrastructure & Ops Management,No,
IBM,IBM Tivoli Service Level Advisor,IT Infrastructure & Ops Management,No,
OpenText,OpenText HostExplorer,IT Infrastructure & Ops Management,No,
CSi International,Bim-edit,IT Infrastructure & Ops Management,No,
VMware Inc.,VMWare IT Business Management Suite,IT Infrastructure & Ops Management,No,
Compuware Corporation,Compuware Covisint,IT Infrastructure & Ops Management,No,
Symantec,InvSoln,IT Infrastructure & Ops Management,No,
CA Technologies,CA EPIC,IT Infrastructure & Ops Management,No,
VMware Inc.,VMware ACE,IT Infrastructure & Ops Management,No,
Tibco,Tibco Collaborative Information Manager,IT Infrastructure & Ops Management,No,
Electric Cloud,Electric Cloud ElectricFlow,IT Infrastructure & Ops Management,No,
ASG Software,ASG Zara,IT Infrastructure & Ops Management,No,
Panasas,Panasas PanFS,IT Infrastructure & Ops Management,No,
BMC Software,BMC REORG PLUS,IT Infrastructure & Ops Management,No,
VMware Inc.,VMware Distributed Power Management (DPM),IT Infrastructure & Ops Management,No,
CAI Networks Inc.,WebMux,IT Infrastructure & Ops Management,No,
Sassafras Software,Sassafras,IT Infrastructure & Ops Management,No,
Ganglia,Ganglia,IT Infrastructure & Ops Management,Yes,https://github.com/ganglia/monitor-core
Amazon,Amazon AWS CloudFormation,Other IT Development/Infrastructure,No,
Microsoft,Microsoft System Center,Other IT Development/Infrastructure,No,
OpenSSL,OpenSSL,Other IT Development/Infrastructure,Yes,https://github.com/openssl/openssl
Amazon,Amazon AWS Elastic Beanstalk,Other IT Development/Infrastructure,No,
IBM,IBM WebSphere,Other IT Development/Infrastructure,No,
Microsoft,Microsoft Azure Blob Storage,Other IT Development/Infrastructure,No,
Microsoft,Microsoft Active Directory Federation Services,Other IT Development/Infrastructure,No,
ServiceNow,ServiceNow Asset Management,Other IT Development/Infrastructure,No,
IBM,IBM Tivoli Workload Scheduler,Other IT Development/Infrastructure,No,
Nuance Communications,Dragon NaturallySpeaking,Other IT Development/Infrastructure,No,
IBM,IBM Watson,Other IT Development/Infrastructure,No,
Oracle,Oracle Enterprise Manager,Other IT Development/Infrastructure,No,
Citrix Systems Inc,Citrix Workspace,Other IT Development/Infrastructure,No,
Everbridge,Everbridge,Other IT Development/Infrastructure,No,
Twilio,Twilio,Other IT Development/Infrastructure,No,
Apptio,Apptio,Other IT Development/Infrastructure,No,
Symantec,Symantec Norton Ghost,Other IT Development/Infrastructure,No,
Microsoft,Microsoft Azure Service Fabric,Other IT Development/Infrastructure,No,
VMware Inc.,VMware vCenter Site Recovery Manager,Other IT Development/Infrastructure,No,
Microsoft,Microsoft Operations Management Suite,Other IT Development/Infrastructure,No,
VMware Inc.,VMware vCloud,Other IT Development/Infrastructure,No,
IBM,IBM Security Directory Server,Other IT Development/Infrastructure,No,
Microsoft,Microsoft Azure BizTalk Services,Other IT Development/Infrastructure,No,
Open Source,Postfix,Other IT Development/Infrastructure,Yes,https://github.com/vdukhovni/postfix
IBM,IBM JES2,Other IT Development/Infrastructure,No,
Citrix Systems Inc,Citrix Cloud,Other IT Development/Infrastructure,No,
VMware Inc.,VMware vCloud Director,Other IT Development/Infrastructure,No,
IBM,IBM SMP/E,Other IT Development/Infrastructure,No,
HPE,HPE OneView,Other IT Development/Infrastructure,No,
Microsoft,Microsoft Cortana,Other IT Development/Infrastructure,No,
IBM,IBM PowerHA,Other IT Development/Infrastructure,No,
SEDO,SEDO Parking,Other IT Development/Infrastructure,No,
IBM,IBM Tivoli OMEGAMON,Other IT Development/Infrastructure,No,
BMC Software,BMC Truesight Orchestration,Other IT Development/Infrastructure,No,
Dell EMC,Dell EMC Unisphere,Other IT Development/Infrastructure,No,
Apple,Apple iCloud,Other IT Development/Infrastructure,No,
Exclaimer Limited,Exclaimer,Other IT Development/Infrastructure,No,
HP Inc.,HP Asset Manager,Other IT Development/Infrastructure,No,
Sopra Steria Group,Sopra Steria,Other IT Development/Infrastructure,No,
Envestnet Inc,Yodlee,Other IT Development/Infrastructure,No,
Globalscape,Globalscape,Other IT Development/Infrastructure,No,
Zapier Inc.,Zapier,Other IT Development/Infrastructure,No,
Dell EMC,EMC Navisphere,Other IT Development/Infrastructure,No,
Microsoft,Microsoft Lync Enterprise Voice,Other IT Development/Infrastructure,No,
Nlyte Software Americas Ltd,Nlyte,Other IT Development/Infrastructure,No,
BMC Software,BMC Remedy ARS,Other IT Development/Infrastructure,No,
IPsoft,IPSoft,Other IT Development/Infrastructure,No,
VMware Inc.,VMware vCenter Operations,Other IT Development/Infrastructure,No,
SAP,SAP Data Migration,Other IT Development/Infrastructure,No,
Pivotal Software,Pivotal Labs,Other IT Development/Infrastructure,No,
PTC,ThingWorx,Other IT Development/Infrastructure,No,
ORANGE,Orange Business Services,Other IT Development/Infrastructure,No,
OpenSSH,OpenSSH,Other IT Development/Infrastructure,Yes,https://github.com/openssh/openssh-portable
Tibco,Tibco Rendezvous,Other IT Development/Infrastructure,No,
Adobe Systems Inc.,Adobe Air,Other IT Development/Infrastructure,No,
VMware Inc.,VMware Fusion,Other IT Development/Infrastructure,No,
Software AG,Alfabet,Other IT Development/Infrastructure,No,
Whamcloud Inc.,Whamcloud Lustre,Other IT Development/Infrastructure,No,
VMware Inc.,VMware vCenter Orchestrator,Other IT Development/Infrastructure,No,
Podbean LLC,Podbean,Other IT Development/Infrastructure,No,
NetSupport,NetSupport,Other IT Development/Infrastructure,No,
RhinoSoft,Serv-U,Other IT Development/Infrastructure,No,
Airspan Networks,Airspan,Other IT Development/Infrastructure,No,
BMC Software,BMC Cloud Lifecycle Management,Other IT Development/Infrastructure,No,
Quest Software,Quest Migration Manager,Other IT Development/Infrastructure,No,
BMC Software,BMC CMDB,Other IT Development/Infrastructure,No,
Roundcube Webmail Project,Roundcube,Other IT Development/Infrastructure,Yes,https://github.com/roundcube/roundcubemail
Nokia,Nokia Networks,Other IT Development/Infrastructure,No,
VMTurbo,VMTurbo,Other IT Development/Infrastructure,No,
Dovecot,Mail Server,Other IT Development/Infrastructure,Yes,https://github.com/dovecot/core
Sunbird Software,Sunbird Software dcTrack,Other IT Development/Infrastructure,No,
Horde LLC,Horde,Other IT Development/Infrastructure,Yes,https://github.com/horde/horde
Alt-N Technologies,MDaemon,Other IT Development/Infrastructure,No,
Pluribus Networks,Pluribus Networks,Other IT Development/Infrastructure,No,
Stratus,CONTINUUM,Other IT Development/Infrastructure,No,
Avaya Inc,Avaya Breeze,Other IT Development/Infrastructure,No,
Lenovo,Lenovo XClarity,Other IT Development/Infrastructure,No,
American Power Conversion Corp,APC,Other IT Development/Infrastructure,No,
BlueData Inc.,BlueData,Other IT Development/Infrastructure,No,
clientexec.com,Clientexec,Other IT Development/Infrastructure,No,
Lustre,Lustre file system,Other IT Development/Infrastructure,Yes,https://github.com/lustre/lustre-release
Import.io,Importio,Other IT Development/Infrastructure,No,
Plivo Inc.,Plivo,Other IT Development/Infrastructure,No,
Zipwhip Inc.,Zipwhip,Other IT Development/Infrastructure,No,
Voodoo.com,Voodoocom,Other IT Development/Infrastructure,No,
SquirrelMail,SquirrelMail,Other IT Development/Infrastructure,Yes,https://sourceforge.net/projects/squirrelmail/
Accelerite,Accelerite Rovius CP,Other IT Development/Infrastructure,No,
Covisint Corporation,Covisint,Other IT Development/Infrastructure,No,
Nokia,Nokia OSS as a Service,Other IT Development/Infrastructure,No,
NetWin,SurgeMail,Other IT Development/Infrastructure,No,
Oracle,Oracle SOA Governance,Other IT Development/Infrastructure,No,
Geist Global,Geist,Other IT Development/Infrastructure,No,
Virtustream,Virtustream xStream,Other IT Development/Infrastructure,No,
RAINLOOP,RainLoop,Other IT Development/Infrastructure,Yes,
Harman International Industries,AMX Resource Management Suite,Other IT Development/Infrastructure,No,
ZEIT Inc.,Zeit Now,Other IT Development/Infrastructure,No,
Purple - Intelligent Spaces,Purple,Other IT Development/Infrastructure,No,
Juniper Networks,Juniper Networks Application Acceleration Platform,Other IT Development/Infrastructure,No,
MAILENABLE,Mail Server,Other IT Development/Infrastructure,No,
Red Hat,Red Hat OpenShift,Platform as a Service,Yes,https://github.com/okd-project/okd
Salesforce.com,Force.com,Platform as a Service,No,
Pivotal Software,Pivotal Cloud Foundry,Platform as a Service,Yes,https://github.com/cloudfoundry
Salesforce.com,Salesforce.com Heroku,Platform as a Service,No,
VMware Inc.,VMware Horizon,Platform as a Service,No,
Informatica,Informatica Data Services,Platform as a Service,No,
Acquia,Acquia,Platform as a Service,No,
SAP,SAP Cloud Platform,Platform as a Service,No,
QuickBase,QuickBase,Platform as a Service,No,
IBM,IBM Bluemix,Platform as a Service,No,
VMware Inc.,VMware vCenter Server,Platform as a Service,No,
NetApp,NetApp Data ONTAP,Platform as a Service,No,
CloudBees,CloudBees,Platform as a Service,No,
Netlify,Netlify,Platform as a Service,No,
Bizagi,Bizagi,Platform as a Service,No,
Denodo,Denodo,Platform as a Service,No,
Google,Google App Engine,Platform as a Service,No,
PEGA,Pega Platform,Platform as a Service,No,
Dell EMC,Dell EMC VPLEX,Platform as a Service,No,
OutSystems,OutSystems,Platform as a Service,No,
