VendorName,Product,ProductCategory,IsOpenSource,GitHubLink
Hitachi Data Systems Corporation,Hitachi Virtual Storage Platform (VSP),Platform as a Service,No,
Mendix,Mendix,Platform as a Service,No,
Cisco Systems Inc,Cisco FlexPod,Platform as a Service,No,
Pivotal Software,Pivotal vFabric tc Server,Platform as a Service,No,
VMware Inc.,VMware vCenter Converter,Platform as a Service,No,
Dell,Dell Desktop Authority,Platform as a Service,No,
Caspio Inc.,Caspio,Platform as a Service,No,
ActiveState,ActiveState,Platform as a Service,No,
VMware Inc.,VMware vCenter Configuration Manager,Platform as a Service,No,
Apprenda,Apprenda,Platform as a Service,No,
Tibco,Tibco Silver,Platform as a Service,No,
VMware Inc.,VMware Player,Platform as a Service,No,
Cordys,Cordys,Platform as a Service,No,
GigaSpaces,GigaSpaces,Platform as a Service,No,
AppHarbor,AppHarbor,Platform as a Service,No,
VMware Inc.,VMware vCenter Chargeback,Platform as a Service,No,
VMware Inc.,VMware vCenter Lab Manager,Platform as a Service,No,
VMware Inc.,VMware Mobile Virtualization Platform,Platform as a Service,No,
NetApp,NetApp FilerView,Platform as a Service,No,
Citrix Systems Inc,Citrix GoToTraining,Platform as a Service,No,
VMware Inc.,VMware Nicira,Platform as a Service,No,
Appeon,PowerBuilder,Platform as a Service,No,
Progress Software,Rollbase,Platform as a Service,No,
VMware Inc.,VMware vCenter Capacity IQ,Platform as a Service,No,
IBM,IBM WebSphere Virtual Enterprise,Platform as a Service,No,
HPE,HPE Helion CloudSystem Enterprise,Platform as a Service,No,
NetApp,NetApp FlexVol,Platform as a Service,No,
Engine Yard,Engine Yard,Platform as a Service,No,
Servoy,Servoy,Platform as a Service,No,
VMware Inc.,VMware VMmark,Platform as a Service,No,
HP Inc.,SimpliVity OmniCube,Platform as a Service,No,
AppFog,AppFog,Platform as a Service,No,
Centurylink,CenturyLink AppFog,Platform as a Service,No,
Citrix Systems Inc,Citrix Framehawk,Platform as a Service,No,
Enstratius,Enstratius,Platform as a Service,No,
LongJump,LongJump,Platform as a Service,No,
PIPED BITS Co.,Piped Bits SPIRAL,Platform as a Service,No,
IBM,PORTAL,Portal Management,No,
Endeca,PORTAL,Portal Management,No,
Citrix Systems Inc,PORTAL,Portal Management,No,
VIGNETTE,PORTAL,Portal Management,No,
Compuware Corporation,Compuware File-AID,Program Testing/Debugging,No,
Compuware Corporation,Compuware Xpediter,Program Testing/Debugging,No,
Compuware Corporation,Compuware Abend-AID,Program Testing/Debugging,No,
COMPILER,PHP,Programming Languages,Yes,https://github.com/php/php-src
Microsoft,ASP.NET,Programming Languages,Yes,https://github.com/dotnet/aspnetcore
COMPILER,Symantec C++,Programming Languages,No,
Perl,Perl,Programming Languages,Yes,https://github.com/Perl/perl5
EPFL,Scala,Programming Languages,Yes,https://github.com/scala/scala3
Microsoft,Visual Basic,Programming Languages,No,
General Technology,COBOL,Programming Languages,No,
Apple,Objective-C,Programming Languages,No,
SAP,ABAP,Programming Languages,No,
Python,Jython,Programming Languages,Yes,https://github.com/jython/jython
General Technology,Fortran,Programming Languages,Yes,https://gcc.gnu.org/fortran/
COMPILER,C,Programming Languages,Yes,https://gcc.gnu.org/
Dart,Dart,Programming Languages,Yes,https://github.com/dart-lang/sdk
Clojure,Clojure,Programming Languages,Yes,https://github.com/clojure/clojure
Ant Design,Ant Design,Programming Languages,Yes,https://github.com/ant-design/ant-design
Apple,Swift,Programming Languages,Yes,https://github.com/apple/swift
Open Source,R Project,Programming Languages,Yes,https://svn.r-project.org/R/
The F# Software Foundation,F#,Programming Languages,Yes,https://github.com/dotnet/fsharp
Oracle,Java,Programming Languages,Yes,https://github.com/openjdk/jdk
Rust,Rust,Programming Languages,Yes,https://github.com/rust-lang/rust
UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,Lua,Programming Languages,Yes,https://github.com/lua/lua
Borland Software,DELPHI,Programming Languages,No,
Haskell,Haskell,Programming Languages,Yes,https://gitlab.haskell.org/ghc/ghc
Ericsson,Erlang,Programming Languages,Yes,https://github.com/erlang/otp
TestNG,TestNG,Testing & QA,Yes,https://github.com/testng-team/testng
Cucumber,Cucumber,Testing & QA,Yes,https://github.com/cucumber/cucumber
Cucumber,Cucumberjs,Testing & QA,Yes,https://github.com/cucumber/cucumber-js
The Apache Software Foundation,Apache JMeter,Testing & QA,Yes,https://github.com/apache/jmeter
Pivotal Software,Jasmine,Testing & QA,Yes,https://github.com/jasmine/jasmine
HPE,HPE LoadRunner,Testing & QA,No,
Micro Focus,Micro Focus Unified Functional Testing,Testing & QA,No,
Micro Focus,Micro Focus Performance Center,Testing & QA,No,
Mozilla Foundation,Bugzilla,Testing & QA,Yes,https://github.com/bugzilla/bugzilla
Sauce Labs Inc.,Sauce Labs,Testing & QA,No,
BrowserStack,BrowserStack,Testing & QA,No,
Open Source,MantisBT,Testing & QA,Yes,https://github.com/mantisbt/mantisbt
Ranorex,Ranorex,Testing & QA,No,
TestPlant,TestPlant eggPlant,Testing & QA,No,
BlazeMeter,BlazeMeter,Testing & QA,No,
fitnesse.org,FitNesse,Testing & QA,Yes,https://github.com/unclebob/fitnesse
Tricentis,Tricentis,Testing & QA,No,
Microsoft,HockeyApp,Testing & QA,No,
Perfecto Mobile,Perfecto Mobile,Testing & QA,No,
Worksoft,Worksoft,Testing & QA,No,
Neotys,Neotys,Testing & QA,No,
applitools,Applitools,Testing & QA,No,
IBM,IBM Rational Robot,Testing & QA,No,
The jQuery Foundation Inc,qunit,Testing & QA,Yes,https://github.com/qunitjs/qunit
Panaya,Panaya,Testing & QA,No,
Micro Focus,Micro Focus Silk Central,Testing & QA,No,
Parasoft,Parasoft,Testing & QA,No,
IBM,IBM Rational Quality Manager,Testing & QA,No,
IBM,IBM Rational Functional Tester,Testing & QA,No,
Provar,Provar,Testing & QA,No,
SmartBear Software,SmartBear TestComplete,Testing & QA,No,
SAP,SAP�Test Acceleration and Optimization (TAO),Testing & QA,No,
Mobile Labs,Mobile Labs,Testing & QA,No,
Experitest,Experitest,Testing & QA,No,
IBM,IBM Rational Performance Tester,Testing & QA,No,
Xamarin Inc.,Xamarin Test Cloud,Testing & QA,No,
QASymphony,QASymphony,Testing & QA,No,
Telerik,Progress Telerik Test Studio,Testing & QA,No,
HPE,HPE StormRunner,Testing & QA,No,
Rainforest QA Inc.,Rainforest QA,Testing & QA,No,
Oracle,Oracle Application Testing Suite,Testing & QA,No,
CA Technologies,CA Test Data Manager,Testing & QA,No,
Zephyr,Zephyr,Testing & QA,No,
IBM,IBM Rational Test Workbench,Testing & QA,No,
Polar,Polar,Content Marketing,No,
ScribbleLive,Visually,Content Marketing,No,
Oracle,Oracle Content Marketing,Content Marketing,No,
Percolate,Percolate,Content Marketing,No,
Amplience Limited,Amplience,Content Marketing,No,
WeWork Companies Inc.,Conductor,Content Marketing,No,
Ceros Inc,Ceros,Content Marketing,No,
Contently Inc.,Contently,Content Marketing,No,
BrightTALK,BrightTALK,Content Marketing,No,
UberFlip,UberFlip,Content Marketing,No,
ZMAGS INC.,Zmags,Content Marketing,No,
Shareaholic Inc.,Shareaholic,Content Marketing,No,
Newscred Inc.,NewsCred,Content Marketing,No,
PathFactory,LookBookHQ,Content Marketing,No,
Skyword Inc.,Skyword,Content Marketing,No,
Opinion Stage,Opinion Stage,Content Marketing,No,
Visual Revenue,Visual Revenue,Content Marketing,No,
ScribbleLive,ion interactive,Content Marketing,No,
Pressly,Pressly,Content Marketing,No,
Instant Magazine,Instant Magazine,Content Marketing,No,
SimpleReach,SimpleReach,Content Marketing,No,
Playbuzz,Playbuzz,Content Marketing,No,
Hannon Hill Corporation,Spectate,Content Marketing,No,
Keywee Inc,Keywee,Content Marketing,No,
SnapApp Inc.,SnapApp,Content Marketing,No,
StoryStream,StoryStream,Content Marketing,No,
Answers Corporation,Easy2,Content Marketing,No,
Upland Software,Kapost,Content Marketing,No,
UpContent,UpContent,Content Marketing,No,
Wibilong,Wibilong,Content Marketing,No,
Turtl,Turtl,Content Marketing,No,
Curata Inc.,Curata,Content Marketing,No,
Brafton Inc.,Brafton,Content Marketing,No,
Outgrow,Outgrow,Content Marketing,No,
Wibbitz Ltd,Wibbitz,Content Marketing,No,
Scoop.it Inc.,Scoopit,Content Marketing,No,
Thomson Reuters,Thomson Reuters Checkpoint Marketing,Content Marketing,No,
Atavist Inc,Atavist,Content Marketing,No,
Shuttlerock Ltd,Shuttlerock,Content Marketing,No,
Contentools,Contentools,Content Marketing,No,
Onespot Inc,Onespot,Content Marketing,No,
ClearVoice,ClearVoice,Content Marketing,No,
DrumUp,DrumUp,Content Marketing,No,
Viglink,LinkSmart,Content Marketing,No,
PublishThis,Publishthis,Content Marketing,No,
Written Inc,Written,Content Marketing,No,
Revcontent LLC,ContentClick,Content Marketing,No,
Gitlab Inc.,GitLab,Software Configuration Management,Yes,https://gitlab.com/gitlab-org/gitlab-foss
Atlassian,Atlassian Bitbucket,Software Configuration Management,No,
HashiCorp Inc.,HashiCorp Consul,Software Configuration Management,No,
Microsoft,Microsoft System Center Configuration Manager,Software Configuration Management,No,
Apache Subversion,Software Configuration,Software Configuration Management,Yes,https://github.com/apache/subversion
The Apache Software Foundation,Apache Zookeeper,Software Configuration Management,Yes,https://github.com/apache/zookeeper
Puppet Labs,Puppet Labs,Software Configuration Management,Yes,https://github.com/puppetlabs/puppet
Microsoft,Visual Studio Team Services,Software Configuration Management,No,
Atlassian,Atlassian FishEye,Software Configuration Management,No,
IBM,IBM Rational ClearCase,Software Configuration Management,No,
IBM,IBM Rational Team Concert,Software Configuration Management,No,
HP Inc.,HP Universal Configuration Management Database,Software Configuration Management,No,
Microsoft,Microsoft Visual SourceSafe,Software Configuration Management,No,
Microsoft,Microsoft Visual SourceSafe (VSS),Software Configuration Management,No,
BMC Software,BMC Atrium CMDB,Software Configuration Management,No,
AccuRev,AccuRev,Software Configuration Management,No,
IBM,IBM Tivoli Configuration Manager,Software Configuration Management,No,
Borland Software,Borland StarTeam,Software Configuration Management,No,
CFEngine,CFEngine,Software Configuration Management,Yes,https://github.com/cfengine/core
BMC Software,MARIMBA,Software Configuration Management,No,
MKS,SOURCE-INTEG,Software Configuration Management,No,
CA Technologies,ALLFUSION,Software Configuration Management,No,
Micro Focus,Micro Focus Dimensions CM,Software Configuration Management,No,
Micro Focus,Micro Focus ChangeMan ZMF,Software Configuration Management,No,
Serena Software Inc.,Serena PVCS Version Manager,Software Configuration Management,No,
Serena Software Inc.,Serena ChangeMan,Software Configuration Management,No,
IBM,IBM Rational Synergy,Software Configuration Management,No,
CA Technologies,CA Harvest,Software Configuration Management,No,
IBM,IBM Tivoli Directory Integrator (TDI),Software Configuration Management,No,
ISPW,ISPW,Software Configuration Management,No,
Symantec,Altiris Patch Management Solution,Software Configuration Management,No,
Solarwinds,SolarWinds Patch Manager,Software Configuration Management,No,
IBM,IBM Rational Build Forge,Software Configuration Management,No,
EMC Corporation,EMC Configuresoft,Software Configuration Management,No,
HP Inc.,HP SOA Systinet,Software Configuration Management,No,
Codice,Plastic SCM,Software Configuration Management,No,
SourceGear,Sourcegear Vault,Software Configuration Management,No,
Ecora Software,Ecora Software,Software Configuration Management,No,
Novell,Novell ZENworks Configuration Management,Software Configuration Management,No,
SEAPINE,SURROUND-SCM,Software Configuration Management,No,
WEBsina Inc.,Bugzero,Software Configuration Management,No,
Quest Software,Quest QMX,Software Configuration Management,No,
Novell,Novell ZENworks Linux Management,Software Configuration Management,No,
BMC Software,Patch Mngr,Software Configuration Management,No,
Shrubbery Networks Inc,Shrubbery Networks RANCID,Software Configuration Management,Yes,https://github.com/dotwaffle/rancid-git
Dynamsoft,Dynamsoft SourceAnywhere,Software Configuration Management,No,
VISA,VISA,Commerce Application,No,
Alibaba,Alibaba,Commerce Application,No,
American Express,American Express,Commerce Application,No,
Siebel,Siebel Sales,Commerce Application,No,
Etsy,Etsy,Commerce Application,No,
Harland Financial,Commerce Software,Commerce Application,No,
CyberSource,Commerce Software,Commerce Application,No,
Associated Software Consultants/ASC,PowerLender,Commerce Application,No,
Trustpilot,Trustpilot,Commerce Application,No,
Ecwid,Commerce Software,Commerce Application,No,
RedPrairie,CommercSuite,Commerce Application,No,
Basware,Commerce Software,Commerce Application,No,
AbleCommerce,AbleCommerce,Commerce Application,No,
Chase,Chase Payment Tech,Commerce Application,No,
Lender Processing Services,LendrProcSer,Commerce Application,No,
Apptus,Apptus,Commerce Application,No,
Oracle,FLEXCUBE,Commerce Application,No,
UniteU,Commerce Software,Commerce Application,No,
Oracle,Quoting,Commerce Application,No,
MICROS Systems,MyMICROS,Commerce Application,No,
Mastercard,Mastercard SecureCode,Commerce Application,No,
Recurly,Commerce Software,Commerce Application,No,
Taxware,Commerce Software,Commerce Application,No,
Vendavo,Commerce Software,Commerce Application,No,
Olapic,Commerce Software,Commerce Application,No,
DiscoverOrg,Commerce Software,Commerce Application,No,
Oracle,PS Sales,Commerce Application,No,
CommerceHub,Commerce Software,Commerce Application,No,
Liveclicker,Commerce Software,Commerce Application,No,
TurnTo,TurnTo,Commerce Application,No,
Amazon,Webstore,Commerce Application,No,
Fiserv,OpenSolns,Commerce Application,No,
Open Source,Drupal Comm,Commerce Application,Yes,https://github.com/drupalcommerce/commerce
VISA,Visa Verified,Commerce Application,No,
Shift4,Commerce Software,Commerce Application,No,
FIS Global,easyLENDER,Commerce Application,No,
FIS Global,UniFi PRO,Commerce Application,No,
Wipro Gallagher,NetOxygen,Commerce Application,No,
Calyx Software,Commerce Software,Commerce Application,No,
Yahoo!,Lexity,Commerce Application,No,
PDG Software Inc.,PDG Software,Commerce Application,No,
Chargify,Commerce Software,Commerce Application,No,
Accenture,MortgCadence,Commerce Application,No,
MortgageFlex,MortgageFlex,Commerce Application,No,
Ubercart,Commerce Software,Commerce Application,Yes,https://github.com/ubercart/ubercart
ShopSite,Commerce Software,Commerce Application,No,
Microsoft,CommerceSrvr,Commerce Application,No,
Mortgage Builder,Mortgage Builder,Commerce Application,No,
eBay Enterprise,Commerce Software,Commerce Application,No,
CubeCart,Commerce Software,Commerce Application,Yes,https://github.com/cubecart/v6
CubeCart Limited,CubeCart,Commerce Application,Yes,https://github.com/cubecart/v6
NCR Retail,Sliver,Commerce Application,No,
Baynote,Commerce Software,Commerce Application,No,
NetSuite,SuiteCommrce,Commerce Application,No,
IBM,IMpact,Commerce Application,No,
CS-Cart,Commerce Software,Commerce Application,No,
Spree Commerce,SpreeCommerc,Commerce Application,Yes,https://github.com/spree/spree
Shopzilla,Commerce Software,Commerce Application,No,
1ShoppingCart,1ShoppinCart,Commerce Application,No,
Monetra,Monetra,Commerce Application,No,
ShopVisible,Commerce Software,Commerce Application,No,
Ayden,Ayden,Commerce Application,No,
Journyx Inc,Jornyx,Commerce Application,No,
SalonBiz,Commerce Software,Commerce Application,No,
Big Cartel,Commerce Software,Commerce Application,No,
mals-e.com,Mals eCommerce,Commerce Application,No,
Harte-Hanks Market Intelligence,Commerce Software,Commerce Application,No,
CalendarWiz,CalendarWiz,Commerce Application,No,
Snipcart,Snipcart,Commerce Application,No,
JMS Innovations llc,WP-EasyCart,Commerce Application,No,
Pitney Bowes Software,Pitney Bowes Complete Cross-Border,Commerce Application,No,
PayKickstart,PayKickstart,Commerce Application,No,
GoDaddy,GoDaddy Quick Shopping Cart,Commerce Application,No,
AUTO BODY SPECIALTIES,Ecommerce Templates,Commerce Application,No,
Cartrabbit International Pte. Ltd.,J2Store,Commerce Application,No,
CartThrob,CartThrob,Commerce Application,No,
Sine Info Ventures Pvt. Ltd,E-junkie,Commerce Application,No,
LatticeEngs,Lattice Engs,Commerce Application,No,
cart66.com,Cart66,Commerce Application,No,
Weblinc,Commerce Software,Commerce Application,No,
Roman Interactive Ltd,RomanCart,Commerce Application,No,
WebAssist,WebAssist eCart,Commerce Application,No,
LoanSifter,Commerce Software,Commerce Application,No,
ISGN,MORvision,Commerce Application,No,
Rich Media Technologies,JustAddCommerce,Commerce Application,No,
