Library Name,Versions Found,Total Products Using It,Affected Products,Total Enterprises Exposed,Total CVEs,Worst Severity,# Critical,# High,# Medium,# Low,Fix Available
ember-new-computed,1.0.3,1,Apache Ambari,28330,0,—,0,0,0,0,—
ember-precompile-brunch,0.1.2,1,Apache Ambari,28330,0,—,0,0,0,0,—
ember-radio-button,0.1.2,1,Apache Ambari,28330,0,—,0,0,0,0,—
ember-runtime-enumerable-includes-polyfill,2.0.0,1,Apache Ambari,28330,0,—,0,0,0,0,—
ember-uploader,1.0.0,1,Apache Ambari,28330,0,—,0,0,0,0,—
ember-uuid,1.0.0,1,Apache Ambari,28330,0,—,0,0,0,0,—
ember-validations,2.0.0-alpha.5,1,Apache Ambari,28330,0,—,0,0,0,0,—
expand-braces,0.1.2,1,Apache Ambari,28330,0,—,0,0,0,0,—
fast-hdfs-resource,0.0.1-SNAPSHOT,1,Apache Ambari,28330,0,—,0,0,0,0,—
favorite-view,UNKNOWN,1,Apache Ambari,28330,0,—,0,0,0,0,—
files,UNKNOWN,1,Apache Ambari,28330,0,—,0,0,0,0,—
fn-args,1.0.0,1,Apache Ambari,28330,0,—,0,0,0,0,—
fs-mode,1.0.1,1,Apache Ambari,28330,0,—,0,0,0,0,—
guice-persist,7.0.0,1,Apache Ambari,28330,0,—,0,0,0,0,—
hdf-ambari-mpack,0.1.0.0-SNAPSHOT,1,Apache Ambari,28330,0,—,0,0,0,0,—
hello-servlet-view,UNKNOWN,1,Apache Ambari,28330,0,—,0,0,0,0,—
hello-spring-view,UNKNOWN,1,Apache Ambari,28330,0,—,0,0,0,0,—
helloworld-view,UNKNOWN,1,Apache Ambari,28330,0,—,0,0,0,0,—
ibrik,2.0.0,1,Apache Ambari,28330,0,—,0,0,0,0,—
insight,0.7.0,1,Apache Ambari,28330,0,—,0,0,0,0,—
intersect,0.0.3,1,Apache Ambari,28330,0,—,0,0,0,0,—
isilon-onefs-mpack,0.1.0.0-SNAPSHOT,1,Apache Ambari,28330,0,—,0,0,0,0,—
ivy-codemirror,2.0.3,1,Apache Ambari,28330,0,—,0,0,0,0,—
jdtCompilerAdapter,UNKNOWN,1,Apache Ambari,28330,0,—,0,0,0,0,—
jersey-container-jdk-http,3.1.5,1,Apache Ambari,28330,0,—,0,0,0,0,—
jetty-sslengine,6.1.26,1,Apache Ambari,28330,0,—,0,0,0,0,—
jsp-2.1-glassfish,2.1.v20100127,1,Apache Ambari,28330,0,—,0,0,0,0,—
jsp-api-2.1-glassfish,2.1.v20100127,1,Apache Ambari,28330,0,—,0,0,0,0,—
karma-babel-preprocessor,6.0.1,1,Apache Ambari,28330,0,—,0,0,0,0,—
karma-chai,0.1.0,2,"Apache Ambari, CKEditor",28330,0,—,0,0,0,0,—
karma-commonjs-require,0.0.3,1,Apache Ambari,28330,0,—,0,0,0,0,—
karma-ember-precompiler-brunch,1.0.0,1,Apache Ambari,28330,0,—,0,0,0,0,—
karma-mocha,"0.1.1, 2.0.1",2,"Apache Ambari, CKEditor",28330,0,—,0,0,0,0,—
karma-phantomjs-launcher,"0.1.4, 1.0.2",1,Apache Ambari,28330,0,—,0,0,0,0,—
karma-sinon,1.0.5,2,"Apache Ambari, CKEditor",28330,0,—,0,0,0,0,—
kerberos-client,2.0.0-M24,1,Apache Ambari,28330,0,—,0,0,0,0,—
layout-bin-packer,1.3.0,1,Apache Ambari,28330,0,—,0,0,0,0,—
less-brunch,"1.4.1, 1.7.2, 1.8.1",1,Apache Ambari,28330,0,—,0,0,0,0,—
mailapi,1.5.2,1,Apache Ambari,28330,0,—,0,0,0,0,—
metrics-sink,1.0.0,1,Apache Ambari,28330,0,—,0,0,0,0,—
microsoft-r_mpack,1.0.0.0-SNAPSHOT,1,Apache Ambari,28330,0,—,0,0,0,0,—
mkpath,0.1.0,1,Apache Ambari,28330,0,—,0,0,0,0,—
objenesis-tck,1.2,1,Apache Ambari,28330,0,—,0,0,0,0,—
oozie-ui,0.0.0.1-SNAPSHOT,1,Apache Ambari,28330,0,—,0,0,0,0,—
osx-release,1.1.0,1,Apache Ambari,28330,0,—,0,0,0,0,—
p-throttler,0.1.1,1,Apache Ambari,28330,0,—,0,0,0,0,—
pause,0.0.1,1,Apache Ambari,28330,0,—,0,0,0,0,—
phone-list-upgrade-view,UNKNOWN,1,Apache Ambari,28330,0,—,0,0,0,0,—
phone-list-view,UNKNOWN,1,Apache Ambari,28330,0,—,0,0,0,0,—
progeny,"0.1.3, 0.5.2",1,Apache Ambari,28330,0,—,0,0,0,0,—
property-validator-view,UNKNOWN,1,Apache Ambari,28330,0,—,0,0,0,0,—
property-view,UNKNOWN,1,Apache Ambari,28330,0,—,0,0,0,0,—
quickly-copy-file,0.1.0,1,Apache Ambari,28330,0,—,0,0,0,0,—
request-replay,0.2.0,1,Apache Ambari,28330,0,—,0,0,0,0,—
restricted-view,UNKNOWN,1,Apache Ambari,28330,0,—,0,0,0,0,—
scaffolt,0.4.3,1,Apache Ambari,28330,0,—,0,0,0,0,—
simple-view,UNKNOWN,1,Apache Ambari,28330,0,—,0,0,0,0,—
smtp,1.5.2,1,Apache Ambari,28330,0,—,0,0,0,0,—
spring-messaging,6.0.23,1,Apache Ambari,28330,0,—,0,0,0,0,—
spring-security-kerberos-web,2.1.0,1,Apache Ambari,28330,0,—,0,0,0,0,—
string-to-js,0.0.1,1,Apache Ambari,28330,0,—,0,0,0,0,—
swagger-core,1.6.8,1,Apache Ambari,28330,0,—,0,0,0,0,—
swagger-jaxrs,1.6.8,1,Apache Ambari,28330,0,—,0,0,0,0,—
swagger-maven-plugin,3.1.5,1,Apache Ambari,28330,0,—,0,0,0,0,—
swagger-models,1.6.8,1,Apache Ambari,28330,0,—,0,0,0,0,—
uglify-js-brunch,"1.3.1, 1.7.8",1,Apache Ambari,28330,0,—,0,0,0,0,—
uid2,0.0.2,1,Apache Ambari,28330,0,—,0,0,0,0,—
websocket-jetty-api,11.0.24,1,Apache Ambari,28330,0,—,0,0,0,0,—
websocket-jetty-server,11.0.24,1,Apache Ambari,28330,0,—,0,0,0,0,—
wfmanager,UNKNOWN,1,Apache Ambari,28330,0,—,0,0,0,0,—
win-release,1.1.1,1,Apache Ambari,28330,0,—,0,0,0,0,—
ycssmin,1.0.1,1,Apache Ambari,28330,0,—,0,0,0,0,—
adodb/adodb-php,v5.22.11,2,"MantisBT, MovableType",28279,0,—,0,0,0,0,—
illuminate/config,"v10.48.28, v8.83.27",2,"Concrete5, MyBB",28223,0,—,0,0,0,0,—
illuminate/container,"v10.48.28, v8.83.27",2,"Concrete5, MyBB",28223,0,—,0,0,0,0,—
illuminate/filesystem,"v10.48.28, v8.83.27",2,"Concrete5, MyBB",28223,0,—,0,0,0,0,—
symfony/stopwatch,"v3.0.9, v5.4.45, v6.4.13, v8.0.0",4,"Concrete5, Contao, Pagekit, cube net",28214,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/.github/workflows/build.yml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/.github/workflows/codeql-analysis.yml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/.github/workflows/develocity-publish-build-scans.yaml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/build-support/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-bom/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-auth/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-channels/flume-file-channel/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-channels/flume-spillable-memory-channel/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-channels/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-clients/flume-ng-log4jappender/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-clients/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-configfilters/flume-ng-config-filter-api/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-configfilters/flume-ng-environment-variable-config-filter/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-configfilters/flume-ng-external-process-config-filter/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-configfilters/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-configuration/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-core/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-dist/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-embedded-agent/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-node/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-sdk/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-sinks/flume-http-sink/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-sinks/flume-irc-sink/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-sinks/flume-ng-morphline-solr-sink/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-sinks/flume-ng-morphline-solr-sink/src/test/resources/test-documents/testJAR.jar,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-sinks/flume-ng-morphline-solr-sink/src/test/resources/test-documents/testWAR.war,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-sinks/flume-ng-morphline-solr-sink/src/test/resources/test-documents/testWindows-x86-32.exe,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-sinks/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-sources/flume-jms-source/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-sources/flume-scribe-source/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-sources/flume-taildir-source/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-sources/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-ng-tests/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-parent/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/flume-tools/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_Flume/pom.xml,,1,Apache Flume,28178,0,—,0,0,0,0,—
avro-ipc-netty,1.11.1,1,Apache Flume,28178,0,—,0,0,0,0,—
build-support,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
fest-reflect,1.4,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-dependencies,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-file-channel,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-hadoop-credential-store-config-filter,UNKNOWN,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-hbase2-sink,UNKNOWN,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-hdfs-sink,UNKNOWN,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-hive-sink,UNKNOWN,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-http-sink,"1.11.1-SNAPSHOT, UNKNOWN",1,Apache Flume,28178,0,—,0,0,0,0,—
flume-irc-sink,"1.11.1-SNAPSHOT, UNKNOWN",1,Apache Flume,28178,0,—,0,0,0,0,—
flume-jdbc-channel,UNKNOWN,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-jms-source,"1.11.1-SNAPSHOT, UNKNOWN",1,Apache Flume,28178,0,—,0,0,0,0,—
flume-kafka-channel,UNKNOWN,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-kafka-sink,UNKNOWN,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-kafka-source,UNKNOWN,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-legacy-avro-source,UNKNOWN,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-legacy-thrift-source,UNKNOWN,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-ng-auth,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-ng-channels,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-ng-clients,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-ng-config-filter-api,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-ng-configfilters,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-ng-configuration,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-ng-core,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-ng-dist,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-ng-embedded-agent,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-ng-environment-variable-config-filter,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-ng-external-process-config-filter,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-ng-log4jappender,"1.11.1-SNAPSHOT, UNKNOWN",1,Apache Flume,28178,0,—,0,0,0,0,—
flume-ng-morphline-solr-sink,"1.11.1-SNAPSHOT, UNKNOWN",1,Apache Flume,28178,0,—,0,0,0,0,—
flume-ng-node,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-ng-sdk,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-ng-sinks,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-ng-sources,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-ng-tests,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-parent,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-project,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-scribe-source,"1.11.1-SNAPSHOT, UNKNOWN",1,Apache Flume,28178,0,—,0,0,0,0,—
flume-spillable-memory-channel,1.11.1-SNAPSHOT,1,Apache Flume,28178,0,—,0,0,0,0,—
flume-taildir-source,"1.11.1-SNAPSHOT, UNKNOWN",1,Apache Flume,28178,0,—,0,0,0,0,—
flume-tools,"1.11.1-SNAPSHOT, UNKNOWN",1,Apache Flume,28178,0,—,0,0,0,0,—
flume-twitter-source,UNKNOWN,1,Apache Flume,28178,0,—,0,0,0,0,—
geronimo-jms_1.1_spec,1.1.1,1,Apache Flume,28178,0,—,0,0,0,0,—
gradle/develocity-actions/maven-publish-build-scan,9f1bf05334de7eb619731d5466c35a153742311d,1,Apache Flume,28178,0,—,0,0,0,0,—
gradle/develocity-actions/maven-setup,9f1bf05334de7eb619731d5466c35a153742311d,1,Apache Flume,28178,0,—,0,0,0,0,—
irclib,1.10,1,Apache Flume,28178,0,—,0,0,0,0,—
kite-morphlines-all,1.1.0,1,Apache Flume,28178,0,—,0,0,0,0,—
kite-morphlines-solr-core,1.1.0,1,Apache Flume,28178,0,—,0,0,0,0,—
testJAR,UNKNOWN,1,Apache Flume,28178,0,—,0,0,0,0,—
testWAR,UNKNOWN,1,Apache Flume,28178,0,—,0,0,0,0,—
testWindows-x86-32,UNKNOWN,1,Apache Flume,28178,0,—,0,0,0,0,—
dnsruby,"1.61.2, 1.61.3, 1.73.1",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
gemoji,"3.0.0, 3.0.1, 4.1.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
github-pages,"192, 198, 232",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
github-pages-health-check,"1.16.1, 1.18.2, 1.8.1",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
html-pipeline,"2.12.0, 2.14.3, 2.8.4",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-avatar,"0.6.0, 0.8.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-coffeescript,"1.1.1, 1.2.2",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-commonmark,"1.2.0, 1.3.1, 1.4.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-commonmark-ghpages,"0.1.5, 0.5.1",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-default-layout,"0.1.4, 0.1.5",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-feed,"0.10.0, 0.11.0, 0.17.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-gist,1.5.0,3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-github-metadata,"2.12.1, 2.16.1, 2.9.4",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-mentions,"1.4.1, 1.6.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-optional-front-matter,"0.3.0, 0.3.2",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-paginate,1.1.0,3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-readme-index,"0.2.0, 0.3.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-relative-links,"0.5.3, 0.6.0, 0.6.1",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-remote-theme,"0.3.1, 0.4.3",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-seo-tag,"2.5.0, 2.8.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-sitemap,"1.2.0, 1.4.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-swiss,"0.4.0, 1.0.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-theme-architect,"0.1.1, 0.2.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-theme-cayman,"0.1.1, 0.2.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-theme-dinky,"0.1.1, 0.2.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-theme-hacker,"0.1.1, 0.2.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-theme-leap-day,"0.1.1, 0.2.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-theme-merlot,"0.1.1, 0.2.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-theme-midnight,"0.1.1, 0.2.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-theme-minimal,"0.1.1, 0.2.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-theme-modernist,"0.1.1, 0.2.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-theme-primer,"0.5.3, 0.6.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-theme-slate,"0.1.1, 0.2.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-theme-tactile,"0.1.1, 0.2.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-theme-time-machine,"0.1.1, 0.2.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jekyll-titles-from-headings,"0.5.1, 0.5.3",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
jemoji,"0.10.1, 0.10.2, 0.13.0",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
minima,"2.5.0, 2.5.1",3,"Capistrano, EasyMock, Marathon",28166,0,—,0,0,0,0,—
@ember-tooling/blueprint-blueprint,0.2.1,2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
@ember-tooling/blueprint-model,0.5.0,2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
@ember-tooling/classic-build-addon-blueprint,"6.11.0, 6.11.2",2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
@ember-tooling/classic-build-app-blueprint,"6.11.0, 6.11.2",2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
@ember/app-blueprint,6.11.2,2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
@embroider/babel-loader-9,"3.1.1, 3.1.3",2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
@embroider/compat,"3.8.5, 4.1.17",2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
@embroider/hbs-loader,"3.0.3, 3.0.5",2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
@embroider/reverse-exports,0.2.0,2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
@embroider/router,"2.1.8, 3.0.6",2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
@embroider/webpack,"4.1.0, 4.1.2",2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
@glimmer/destroyable,0.94.8,2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
@glimmer/manager,0.94.10,2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
@glimmer/opcode-compiler,0.94.10,2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
@pnpm/constants,"10.0.0, 1001.3.1, 8.0.0",2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
@pnpm/error,"1000.0.5, 1000.1.0, 6.0.1, 6.0.3",2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
@pnpm/find-workspace-dir,"1000.1.4, 1000.1.5, 7.0.3",2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
@types/supports-color,8.1.3,3,"Discourse, Emberjs, Node js",28126,0,—,0,0,0,0,—
babel-remove-types,1.1.0,2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
backburner.js,2.8.0,2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
bind-decorator,1.0.11,2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
codsen-utils,1.7.3,2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
prettier-plugin-ember-template-tag,2.1.3,2,"Discourse, Emberjs",28126,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Concrete5-Concrete5/.github/workflows/build-assets.yml,,1,Concrete5,28024,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Concrete5-Concrete5/.github/workflows/check-syntax.yml,,1,Concrete5,28024,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Concrete5-Concrete5/.github/workflows/cif-syntax.yml,,1,Concrete5,28024,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Concrete5-Concrete5/.github/workflows/install.yml,,1,Concrete5,28024,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Concrete5-Concrete5/.github/workflows/phpunit.yml,,1,Concrete5,28024,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Concrete5-Concrete5/.github/workflows/release.yml,,1,Concrete5,28024,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Concrete5-Concrete5/.github/workflows/update.yml,,1,Concrete5,28024,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Concrete5-Concrete5/build/package-lock.json,,1,Concrete5,28024,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/Concrete5-Concrete5/composer.lock,,1,Concrete5,28024,0,—,0,0,0,0,—
@vue/babel-helper-vue-jsx-merge-props,1.4.0,1,Concrete5,28024,0,—,0,0,0,0,—
