Library Name,Versions Found,Total Products Using It,Affected Products,Total Enterprises Exposed,Total CVEs,Worst Severity,# Critical,# High,# Medium,# Low,Fix Available
xwiki-platform-rendering-macro-groovy,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-macro-include,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-macro-message,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-macro-python,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-macro-script,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-macro-toc,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-macro-useravatar,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-macro-velocity,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-macros,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-parser,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-signature,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-transformation-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-transformation-icon,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-transformation-macro,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-transformations,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-wikimacro,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-wikimacro-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-wikimacro-store,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rendering-xwiki,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-repository,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-repository-server-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-repository-server-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-repository-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-repository-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-repository-test-tests,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-repository-test-utils,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-resource,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-resource-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-resource-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-resource-servlet,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-resource-temporary,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-resource-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-resource-test-tests,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rest,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rest-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rest-jersey,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rest-model,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rest-server,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rest-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rest-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-rest-test-tests,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-sandbox,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-scheduler,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-scheduler-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-scheduler-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-scheduler-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-scheduler-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-scheduler-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-search,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-search-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-search-solr,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-search-solr-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-search-solr-embedded,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-search-solr-query,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-search-solr-rest,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-search-solr-server,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-search-solr-server-core-minimal,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-search-solr-server-core-search,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-search-solr-server-plugin,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-search-solr-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-search-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-search-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-search-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-search-test-utils,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-search-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-search-webjar,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-authentication,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-authentication-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-authentication-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-authentication-script,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-authentication-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-authentication-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-authentication-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-authorization,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-authorization-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-authorization-bridge,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-authorization-script,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-requiredrights,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-requiredrights-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-requiredrights-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-requiredrights-macro,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-requiredrights-rest,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-requiredrights-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-requiredrights-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-requiredrights-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-requiredrights-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-security-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-sharepage,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-sharepage-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-sharepage-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-sharepage-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-sharepage-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-sharepage-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-sheet,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-sheet-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-sheet-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-skin,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-skin-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-skin-skinx,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-skin-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-skin-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-skin-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-skin-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-statistics,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-statistics-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-store,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-store-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-store-filesystem,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-store-filesystem-migrations,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-store-filesystem-oldcore,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-store-locks,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-store-merge,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-store-merge-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-store-merge-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-store-serialization,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-store-transaction,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tag,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tag-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tag-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tag-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tag-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tag-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-template,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-template-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-test-checker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-test-integration,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-test-oldcore,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-test-page,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-test-rest,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-test-solr,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-test-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-test-upgrade,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tika,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tika-detect,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tika-parsers,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tool-configuration-resources,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tool-importmap-plugin,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tool-jetty,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tool-jetty-listener,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tool-jetty-resources,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tool-packager-it-basic-import-export,@project.version@,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tool-packager-plugin,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tool-packager-plugin-it-package-simple,@project.version@,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tool-packager-plugin-it-package-simple-dependency,@project.version@,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tool-packager-plugin-it-package-simple-package,@project.version@,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tool-packager-plugin-it-package-simple-package-xwiki-8960,1.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tool-packager-plugin-it-package-skin,@project.version@,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tool-packager-plugin-it-package-skin-dependency,@project.version@,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tool-packager-plugin-it-package-skin-package,@project.version@,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tool-provision-plugin,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tool-rootwebapp,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tool-security-plugin,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tool-standards-validator,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tool-xmldoc-update-plugin,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tools,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tour,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tour-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tour-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tour-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tour-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tree,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tree-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tree-macro,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tree-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tree-war,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-tree-webjar,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-uiextension,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-uiextension-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-uiextension-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-uiextension-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-uiextension-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-url,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-url-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-url-container,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-url-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-url-scheme-filesystem,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-url-scheme-reference,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-url-scheme-standard,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-url-schemes,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user-directory,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user-directory-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user-directory-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user-directory-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user-directory-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user-profile,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user-profile-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user-profile-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user-profile-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user-profile-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user-resource,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user-rest,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user-rest-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user-rest-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user-rest-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user-rest-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user-script,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-user-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-velocity,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-velocity-webapp,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-velocity-xwiki,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-vfs,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-vfs-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-vfs-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-vfs-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-vfs-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-web,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-web-templates,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-web-war,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-webjars,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-webjars-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-webjars-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-webjars-test-tests,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-websocket,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-whatsnew,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-whatsnew-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-whatsnew-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-whatsnew-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-whatsnew-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-whatsnew-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-creationjob,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-rest,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-rest-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-rest-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-script,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-template,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-template-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-template-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-template-script,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-test-docker,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-ui-common,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-ui-mainwiki,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-ui-wiki,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-user,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-user-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-user-default,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-user-script,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wiki-workspaces-migrator,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wysiwyg,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wysiwyg-api,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wysiwyg-test,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wysiwyg-test-pageobjects,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wysiwyg-ui,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-wysiwyg-webjar,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
xwiki-platform-xar,18.3.0-SNAPSHOT,1,XWiki,82,0,—,0,0,0,0,—
