Library Name,Version,Total Products Using It,Affected Products,Total Enterprises Exposed,Total CVEs,Worst Severity,# Critical,# High,# Medium,# Low,Fix Available
netty-codec-classes-quic,4.2.12.Final,1,Apache NiFi,45452,0,—,0,0,0,0,—
netty-codec-compression,4.2.12.Final,1,Apache NiFi,45452,0,—,0,0,0,0,—
netty-codec-http,4.2.12.Final,1,Apache NiFi,45452,0,—,0,0,0,0,—
netty-common,4.2.12.Final,1,Apache NiFi,45452,0,—,0,0,0,0,—
netty-handler,4.2.12.Final,1,Apache NiFi,45452,0,—,0,0,0,0,—
netty-handler-proxy,UNKNOWN,2,"Apache NiFi, JBoss Enterprise Application Server  EAS ",45452,0,—,0,0,0,0,—
netty-nio-client,2.42.21,1,Apache NiFi,45452,0,—,0,0,0,0,—
netty-resolver,4.2.12.Final,1,Apache NiFi,45452,0,—,0,0,0,0,—
netty-transport,4.2.12.Final,1,Apache NiFi,45452,0,—,0,0,0,0,—
ngx-markdown,21.1.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
ngx-skeleton-loader,12.0.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-administration,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-airtable-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-airtable-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-airtable-processors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-alternate-config-extensions,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-alternate-config-extensions-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-alternate-config-extensions-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-amqp-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-amqp-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-amqp-processors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-api,1.12.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-api,2.7.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-api,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-apicurio-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-apicurio-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-apicurio-schema-registry-service,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-asn1-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-asn1-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-asn1-services,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-assembly,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-atlassian-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-atlassian-extensions,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-atlassian-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-authorizer,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-avro-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-avro-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-avro-processors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-avro-record-utils,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-aws-abstract-processors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-aws-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-aws-kinesis,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-aws-kinesis-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-aws-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-aws-parameter-providers,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-aws-parameter-value-providers,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-aws-processors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-aws-regions,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-aws-schema-registry-service,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-aws-service-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-aws-service-api-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-azure-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-azure-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-azure-parameter-providers,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-azure-processors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-azure-registry-clients,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-azure-reporting-task,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-azure-services-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-azure-services-api-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-bin-manager,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-bom,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-bootstrap,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-box-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-box-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-box-processors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-box-services,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-box-services-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-box-services-api-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-box-services-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-build,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-calcite-utils,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-cdc,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-cdc-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-cdc-mysql-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-cdc-mysql-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-cdc-mysql-processors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-cipher-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-cipher-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-cipher-processors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-client-dto,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-code-coverage,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-commons,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-compress-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-compress-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-compress-processors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-conflict-resolution,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-confluent-platform-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-confluent-platform-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-confluent-platform-schema-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-confluent-protobuf-antlr-parser,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-confluent-protobuf-message-name-resolver,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-confluent-schema-registry-service,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-connector-common,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-connector-mock,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-connector-mock-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-connector-mock-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-connector-mock-integration-tests,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-connector-mock-server,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-connector-mock-server-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-connector-mock-test-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-connector-mock-test-connectors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-connector-mock-test-connectors-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-connectors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-content-viewer-utils,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-couchbase-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-couchbase-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-couchbase-processors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-couchbase-services,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-couchbase-services-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-couchbase-services-api-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-couchbase-standard-services,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-couchbase-standard-services-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-custom-ui-utils,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-data-provenance-utils,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-database-dialect-service,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-database-dialect-service-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-database-dialect-service-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-database-dialect-service-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-database-test-utils,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-database-utils,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-db-schema-registry-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-db-schema-registry-service,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-db-schema-registry-service-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-dbcp-base,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-dbcp-service,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-dbcp-service-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-dbcp-service-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-dbcp-service-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-dbcp-utils,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-deprecation-log,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-distributed-cache-client-service,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-distributed-cache-client-service-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-distributed-cache-protocol,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-distributed-cache-server,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-distributed-cache-services-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-distributed-cache-services-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-docker,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-docs,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-dropbox-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-dropbox-processors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-dropbox-processors-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-dropbox-services,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-dropbox-services-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-dropbox-services-api-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-dropbox-services-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-dummy,1,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-dummy,2,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-elasticsearch-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-elasticsearch-client-service,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-elasticsearch-client-service-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-elasticsearch-client-service-api-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-elasticsearch-client-service-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-elasticsearch-restapi-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-elasticsearch-restapi-processors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-elasticsearch-test-utils,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-email-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-email-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-email-processors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-embedded-database-service,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-enrich-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-enrich-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-enrich-processors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-event-listen,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-event-put,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-event-transport,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-evtx-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-evtx-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-evtx-processors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-example-processors,1.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-example-processors-nar,1.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-example-service,1.1,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-example-service-api,1.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-example-service-api-nar,1.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-example-service-nar,1.1,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-expression-language,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-extension-bom,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-extension-bundles,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-extension-manifest-model,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-extension-manifest-parser,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-extension-utils,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-file-authorizer,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-file-resource-service,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-file-resource-service-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-file-resource-service-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-file-resource-service-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-file-transfer,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-flow-encryptor,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-flow-registry-client-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-flow-registry-client-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-flow-registry-client-services,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-flowfile-packager,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-flowfile-repo-serialization,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-foo-nar,1.0.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-foo-nar,2.0.0-SNAPSHOT-BUILD1,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-foo-nar,2.0.0-SNAPSHOT-BUILD2,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-foo-nar,2.0.0-SNAPSHOT-BUILD3,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-foo-nar,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-foo-nar-missing-extension-descriptor,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-api,1.12.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-authorization,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-authorization-providers,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-cluster,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-cluster-protocol,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-cluster-zookeeper,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-components,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-core,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-core-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-extensions,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-external-resource-utils,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-kubernetes-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-kubernetes-leader-election,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-kubernetes-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-kubernetes-state-provider,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-leader-election-shared,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-nar,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-nar-bom,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-nar-loading-utils,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-nar-utils,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-status-history-shared,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-zookeeper-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-zookeeper-leader-election,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-zookeeper-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-framework-zookeeper-state-provider,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-frontend,0.0.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-frontend,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-gcp-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-gcp-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-gcp-parameter-providers,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-gcp-processors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-gcp-services-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-gcp-services-api-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-geohash-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-geohash-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-geohash-processors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-git-flow-registry,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-github-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-github-extensions,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-github-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-gitlab-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-gitlab-extensions,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-gitlab-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-graph-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-graph-client-service-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-graph-client-service-api-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-graph-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-graph-processors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-graph-test-clients,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-groovyx-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-groovyx-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-groovyx-processors,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-hadoop-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-hadoop-dbcp-service,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-hadoop-dbcp-service-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-hadoop-dbcp-service-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
nifi-hadoop-libraries-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
