Library Name,Version,Total Products Using It,Affected Products,Total Enterprises Exposed,Total CVEs,Worst Severity,# Critical,# High,# Medium,# Low,Fix Available
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_NiFi/nifi-system-tests/nifi-system-test-flow-action-reporter-bundle/nifi-system-test-flow-action-reporter/pom.xml,,1,Apache NiFi,45452,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_NiFi/nifi-system-tests/nifi-system-test-flow-action-reporter-bundle/pom.xml,,1,Apache NiFi,45452,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_NiFi/nifi-system-tests/nifi-system-test-nar-provider-bundles/nifi-nar-provider-assembly/pom.xml,,1,Apache NiFi,45452,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_NiFi/nifi-system-tests/nifi-system-test-nar-provider-bundles/nifi-nar-provider-processors-nar/pom.xml,,1,Apache NiFi,45452,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_NiFi/nifi-system-tests/nifi-system-test-nar-provider-bundles/nifi-nar-provider-processors/pom.xml,,1,Apache NiFi,45452,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_NiFi/nifi-system-tests/nifi-system-test-nar-provider-bundles/nifi-nar-provider-service-api-nar/pom.xml,,1,Apache NiFi,45452,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_NiFi/nifi-system-tests/nifi-system-test-nar-provider-bundles/nifi-nar-provider-service-api/pom.xml,,1,Apache NiFi,45452,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_NiFi/nifi-system-tests/nifi-system-test-nar-provider-bundles/nifi-nar-provider-service-nar/pom.xml,,1,Apache NiFi,45452,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_NiFi/nifi-system-tests/nifi-system-test-nar-provider-bundles/nifi-nar-provider-service/pom.xml,,1,Apache NiFi,45452,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_NiFi/nifi-system-tests/nifi-system-test-nar-provider-bundles/pom.xml,,1,Apache NiFi,45452,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_NiFi/nifi-system-tests/nifi-system-test-suite/pom.xml,,1,Apache NiFi,45452,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_NiFi/nifi-system-tests/pom.xml,,1,Apache NiFi,45452,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_NiFi/nifi-toolkit/nifi-toolkit-api/pom.xml,,1,Apache NiFi,45452,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_NiFi/nifi-toolkit/nifi-toolkit-assembly/pom.xml,,1,Apache NiFi,45452,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_NiFi/nifi-toolkit/nifi-toolkit-cli/pom.xml,,1,Apache NiFi,45452,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_NiFi/nifi-toolkit/nifi-toolkit-client/pom.xml,,1,Apache NiFi,45452,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_NiFi/nifi-toolkit/pom.xml,,1,Apache NiFi,45452,0,—,0,0,0,0,—
/Users/dmk6603/Documents/cloned_repos_oss_swdb/The_Apache_Software_Foundation-Apache_NiFi/pom.xml,,1,Apache NiFi,45452,0,—,0,0,0,0,—
@angular/animations,11.2.14,1,Apache NiFi,45452,0,—,0,0,0,0,—
@angular/animations,21.2.4,1,Apache NiFi,45452,0,—,0,0,0,0,—
@angular/cdk,11.2.13,1,Apache NiFi,45452,0,—,0,0,0,0,—
@angular/cdk,21.1.6,1,Apache NiFi,45452,0,—,0,0,0,0,—
@angular/common,21.2.4,1,Apache NiFi,45452,0,—,0,0,0,0,—
@angular/compiler,21.2.4,1,Apache NiFi,45452,0,—,0,0,0,0,—
@angular/core,21.2.4,1,Apache NiFi,45452,0,—,0,0,0,0,—
@angular/flex-layout,11.0.0-beta.33,1,Apache NiFi,45452,0,—,0,0,0,0,—
@angular/forms,11.2.14,1,Apache NiFi,45452,0,—,0,0,0,0,—
@angular/forms,21.2.4,1,Apache NiFi,45452,0,—,0,0,0,0,—
@angular/material,11.2.13,1,Apache NiFi,45452,0,—,0,0,0,0,—
@angular/material,21.1.6,1,Apache NiFi,45452,0,—,0,0,0,0,—
@angular/platform-browser,11.2.14,1,Apache NiFi,45452,0,—,0,0,0,0,—
@angular/platform-browser,21.2.4,1,Apache NiFi,45452,0,—,0,0,0,0,—
@angular/platform-browser-dynamic,11.2.14,1,Apache NiFi,45452,0,—,0,0,0,0,—
@angular/platform-browser-dynamic,21.2.4,1,Apache NiFi,45452,0,—,0,0,0,0,—
@angular/router,11.2.14,1,Apache NiFi,45452,0,—,0,0,0,0,—
@angular/router,21.2.4,1,Apache NiFi,45452,0,—,0,0,0,0,—
@covalent/core,3.1.2,1,Apache NiFi,45452,0,—,0,0,0,0,—
@fontsource/inter,5.2.8,1,Apache NiFi,45452,0,—,0,0,0,0,—
@ngrx/effects,21.0.1,1,Apache NiFi,45452,0,—,0,0,0,0,—
@ngrx/router-store,21.0.1,1,Apache NiFi,45452,0,—,0,0,0,0,—
@ngrx/store,21.0.1,1,Apache NiFi,45452,0,—,0,0,0,0,—
@ngrx/store-devtools,21.0.1,1,Apache NiFi,45452,0,—,0,0,0,0,—
@nifi-fds/core,0.3.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
@types/js-beautify,1.14.3,1,Apache NiFi,45452,0,—,0,0,0,0,—
MockFtpServer,3.2.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
TestSuccess,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
activemq-broker,6.2.2,1,Apache NiFi,45452,0,—,0,0,0,0,—
activemq-client,6.2.2,1,Apache NiFi,45452,0,—,0,0,0,0,—
amazon-kinesis-client,3.4.1,1,Apache NiFi,45452,0,—,0,0,0,0,—
amazon-s3-encryption-client-java,4.0.1,1,Apache NiFi,45452,0,—,0,0,0,0,—
anchore/sbom-action,v0.24.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
anchore/scan-action,v7.4.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
angular2-moment,1.9.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
annotations,26.1.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
apache-client,2.42.21,1,Apache NiFi,45452,0,—,0,0,0,0,—
apache-client,UNKNOWN,2,"Apache NiFi, JBoss Enterprise Application Server  EAS ",45452,0,—,0,0,0,0,—
apache5-client,2.42.21,1,Apache NiFi,45452,0,—,0,0,0,0,—
apache5-client,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
asn1bean,1.14.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
asn1bean-compiler,1.14.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
aspectjrt,1.9.25.1,1,Apache NiFi,45452,0,—,0,0,0,0,—
aspectjweaver,1.9.25.1,1,Apache NiFi,45452,0,—,0,0,0,0,—
astral-sh/setup-uv,v5,1,Apache NiFi,45452,0,—,0,0,0,0,—
avro-ipc,1.12.1,1,Apache NiFi,45452,0,—,0,0,0,0,—
aws-msk-iam-auth,2.3.5,1,Apache NiFi,45452,0,—,0,0,0,0,—
azure-core-amqp,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
azure-core-http-jdk-httpclient,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
azure-core-http-netty,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
azure-cosmos,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
azure-messaging-eventhubs,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
azure-messaging-eventhubs-checkpointstore-blob,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
azure-security-keyvault-keys,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
azure-security-keyvault-secrets,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
azure-storage-blob-cryptography,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
azure-storage-file-datalake,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
azure-storage-queue,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
bcpg-jdk18on,1.83,1,Apache NiFi,45452,0,—,0,0,0,0,—
bolt-socket-mode,1.48.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
box-java-sdk,5.5.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
c2,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
c2-client-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
c2-client-base,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
c2-client-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
c2-client-http,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
c2-client-service,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
c2-protocol,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
c2-protocol-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
c2-protocol-component-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
caffeine,3.2.3,1,Apache NiFi,45452,0,—,0,0,0,0,—
calcite-linq4j,1.41.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
camel-salesforce,4.18.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
charset-normalizer,3.4.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
checker-qual,3.54.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
cloudwatch,2.42.21,1,Apache NiFi,45452,0,—,0,0,0,0,—
commons-net,3.13.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
core-io,3.11.1,1,Apache NiFi,45452,0,—,0,0,0,0,—
datafaker,2.5.4,1,Apache NiFi,45452,0,—,0,0,0,0,—
docker-compose-junit-jupiter,2.3.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
docker-java-api,3.7.1,1,Apache NiFi,45452,0,—,0,0,0,0,—
dockerhub,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
dockermaven,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
dorny/paths-filter,de90cc6fb38fc0963ad72b210f1f284cd68cea36,1,Apache NiFi,45452,0,—,0,0,0,0,—
dropbox-core-sdk,7.0.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
dummy-one,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
dummy-two,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
dynamodb,2.42.21,1,Apache NiFi,45452,0,—,0,0,0,0,—
ecj,3.45.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
elasticsearch-rest-client,9.3.2,1,Apache NiFi,45452,0,—,0,0,0,0,—
elasticsearch-rest-client-sniffer,9.3.2,1,Apache NiFi,45452,0,—,0,0,0,0,—
emoji-toolkit,10.0.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
error_prone_annotations,2.48.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
fastcsv,4.1.1,1,Apache NiFi,45452,0,—,0,0,0,0,—
firehose,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
flyway-core,12.2.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
flyway-database-postgresql,12.2.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
flyway-mysql,12.2.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
flyway-spring-test,10.0.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
ftplet-api,1.2.1,1,Apache NiFi,45452,0,—,0,0,0,0,—
ftpserver-core,1.2.1,1,Apache NiFi,45452,0,—,0,0,0,0,—
gcs-connector,hadoop3-2.1.5,1,Apache NiFi,45452,0,—,0,0,0,0,—
gcsio,2.1.5,1,Apache NiFi,45452,0,—,0,0,0,0,—
geohash,1.4.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
geoip2,5.0.2,1,Apache NiFi,45452,0,—,0,0,0,0,—
github-api,1.330,1,Apache NiFi,45452,0,—,0,0,0,0,—
gitlab4j-api,6.2.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
google-api-services-drive,v3-rev20260322-2.0.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
google-auth-library-oauth2-http,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
google-cloud-pubsub,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
google-cloud-secretmanager,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
google-cloud-vision,3.7.4,1,Apache NiFi,45452,0,—,0,0,0,0,—
google-cloud-vision,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
greenmail,2.1.8,1,Apache NiFi,45452,0,—,0,0,0,0,—
gremlin-driver,3.8.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
groovy,5.0.4,1,Apache NiFi,45452,0,—,0,0,0,0,—
groovy-dateutil,5.0.4,1,Apache NiFi,45452,0,—,0,0,0,0,—
groovy-json,5.0.4,1,Apache NiFi,45452,0,—,0,0,0,0,—
groovy-jsr223,5.0.4,1,Apache NiFi,45452,0,—,0,0,0,0,—
groovy-sql,5.0.4,1,Apache NiFi,45452,0,—,0,0,0,0,—
groovy-xml,5.0.4,1,Apache NiFi,45452,0,—,0,0,0,0,—
grpc-context,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
grpc-util,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
hadoop-azure-datalake,3.4.3,1,Apache NiFi,45452,0,—,0,0,0,0,—
hapi-base,2.6.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
hapi-structures-v21,2.6.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
hapi-structures-v22,2.6.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
hapi-structures-v23,2.6.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
hapi-structures-v231,2.6.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
hapi-structures-v24,2.6.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
hapi-structures-v25,2.6.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
hapi-structures-v251,2.6.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
hapi-structures-v26,2.6.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
hivemq-mqtt-client,1.3.12,1,Apache NiFi,45452,0,—,0,0,0,0,—
httpcore-nio,4.4.16,1,Apache NiFi,45452,0,—,0,0,0,0,—
humanize-duration,3.33.2,1,Apache NiFi,45452,0,—,0,0,0,0,—
iceberg-api,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
iceberg-aws,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
iceberg-azure,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
iceberg-core,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
iceberg-parquet,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
immer,10.0.3,1,Apache NiFi,45452,0,—,0,0,0,0,—
iotdb-session,2.0.7,1,Apache NiFi,45452,0,—,0,0,0,0,—
jackson-dataformat-csv,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
jackson-datatype-protobuf,0.9.18,1,Apache NiFi,45452,0,—,0,0,0,0,—
jackson-jaxrs-json-provider,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
jackson-jr-objects,UNKNOWN,2,"Apache NiFi, JBoss Enterprise Application Server  EAS ",45452,0,—,0,0,0,0,—
jackson-module-jsonSchema-jakarta,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
jagged-api,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
jagged-framework,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
jagged-x25519,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
jakarta.activation,2.0.1,1,Apache NiFi,45452,0,—,0,0,0,0,—
janusgraph-core,1.2.0-20251114-142114.b424a8f,1,Apache NiFi,45452,0,—,0,0,0,0,—
janusgraph-inmemory,1.2.0-20251114-142114.b424a8f,1,Apache NiFi,45452,0,—,0,0,0,0,—
jasn1-compiler,1.11.3,1,Apache NiFi,45452,0,—,0,0,0,0,—
java-client,3.11.1,1,Apache NiFi,45452,0,—,0,0,0,0,—
java-grok,0.1.9,1,Apache NiFi,45452,0,—,0,0,0,0,—
jedis,7.4.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
jersey-media-json-jackson,4.0.2,1,Apache NiFi,45452,0,—,0,0,0,0,—
jersey-media-multipart,4.0.2,1,Apache NiFi,45452,0,—,0,0,0,0,—
jersey-server,4.0.2,1,Apache NiFi,45452,0,—,0,0,0,0,—
jersey-test-framework-provider-inmemory,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-alpn-java-server,12.1.7,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-alpn-java-server,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-alpn-server,12.1.7,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-alpn-server,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-deploy,12.1.7,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-ee11-annotations,12.1.7,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-ee11-apache-jsp,12.1.7,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-ee11-glassfish-jstl,12.1.7,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-ee11-plus,12.1.7,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-ee11-servlet,12.1.7,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-ee11-servlet,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-ee11-servlets,12.1.7,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-ee11-webapp,12.1.7,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-ee11-webapp,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-ee11-websocket-jetty-server,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-http2-common,12.1.7,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-http2-common,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-http2-hpack,12.1.7,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-http2-server,12.1.7,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-http2-server,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-io,12.1.7,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-jndi,12.1.7,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-plus,12.1.7,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-rewrite,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-schemas,5.2,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-session,12.1.7,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-websocket-jetty-client,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-websocket-jetty-server,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
jetty-xml,12.1.7,1,Apache NiFi,45452,0,—,0,0,0,0,—
jjwt,0.13.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
jline,4.0.9,1,Apache NiFi,45452,0,—,0,0,0,0,—
jna-platform,5.18.1,1,Apache NiFi,45452,0,—,0,0,0,0,—
jolt-community-core,1.2.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
jquery,3.5.1,1,Apache NiFi,45452,0,—,0,0,0,0,—
jslt,0.1.14,1,Apache NiFi,45452,0,—,0,0,0,0,—
json-community-utils,1.2.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
json-flattener,0.18.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
json-path,3.0.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
json-schema-validator,2.0.1,1,Apache NiFi,45452,0,—,0,0,0,0,—
jul-to-slf4j,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
junit-platform-commons,6.0.3,1,Apache NiFi,45452,0,—,0,0,0,0,—
kafka-avro-serializer,7.8.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
kafka-clients,4.2.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
kafka-schema-registry-client,7.8.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
kinesis,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
kotlin-stdlib,2.3.20,1,Apache NiFi,45452,0,—,0,0,0,0,—
kotlin-stdlib-jdk7,2.3.20,1,Apache NiFi,45452,0,—,0,0,0,0,—
kotlin-stdlib-jdk8,2.3.20,1,Apache NiFi,45452,0,—,0,0,0,0,—
kubernetes-client,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
kubernetes-client-api,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
kubernetes-httpclient-jdk,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
kubernetes-model-coordination,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
kubernetes-model-core,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
kubernetes-server-mock,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
kusto-data,7.0.6,1,Apache NiFi,45452,0,—,0,0,0,0,—
kusto-ingest,7.0.6,1,Apache NiFi,45452,0,—,0,0,0,0,—
lambda,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
logback-classic,1.5.32,1,Apache NiFi,45452,0,—,0,0,0,0,—
logback-core,1.5.32,1,Apache NiFi,45452,0,—,0,0,0,0,—
logging-interceptor,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
lucene-backward-codecs,10.4.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
lucene-core,10.4.0,1,Apache NiFi,45452,0,—,0,0,0,0,—
lzma-java,1.3,1,Apache NiFi,45452,0,—,0,0,0,0,—
maxmind-db,4.0.2,1,Apache NiFi,45452,0,—,0,0,0,0,—
mina-core,2.2.5,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-assembly,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-bom,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-bootstrap,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-commons,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-commons-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-commons-framework,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-commons-utils,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-docker,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-docs,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-flow-status-report,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-framework,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-framework-api,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-framework-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-framework-core,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-framework-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-integration-tests,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-nar-bundles,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-nar-unloader,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-properties-loader,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-provenance-repositories,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-provenance-repository-bundle,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-provenance-repository-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-resources,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-runtime,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-server,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-server-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-standard-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-toolkit,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-toolkit-assembly,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-toolkit-configuration,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-toolkit-schema,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
minifi-update-attribute-nar,2.9.0-SNAPSHOT,1,Apache NiFi,45452,0,—,0,0,0,0,—
mockito-subclass,UNKNOWN,2,"Apache NiFi, JBoss Enterprise Application Server  EAS ",45452,0,—,0,0,0,0,—
mockwebserver3,UNKNOWN,1,Apache NiFi,45452,0,—,0,0,0,0,—
mysql-binlog-connector-java,0.40.6,1,Apache NiFi,45452,0,—,0,0,0,0,—
neo4j-java-driver,6.0.3,1,Apache NiFi,45452,0,—,0,0,0,0,—
netty-buffer,4.2.12.Final,1,Apache NiFi,45452,0,—,0,0,0,0,—
netty-codec,4.2.12.Final,1,Apache NiFi,45452,0,—,0,0,0,0,—
netty-codec,UNKNOWN,2,"Apache NiFi, JBoss Enterprise Application Server  EAS ",45452,0,—,0,0,0,0,—
netty-codec-base,4.2.12.Final,1,Apache NiFi,45452,0,—,0,0,0,0,—
