Vulnerable Library,CVE ID,CVE Severity,Products Affected,Affected Products,Enterprises Exposed
idna 2.10,CVE-2024-3651,Medium,1,Odoo Website Builder,75
jinja2 3.0.3,CVE-2024-22195,Medium,2,"Node js, Odoo Website Builder",75
jinja2 3.0.3,CVE-2024-34064,Medium,2,"Node js, Odoo Website Builder",75
jinja2 3.0.3,CVE-2024-56201,Medium,2,"Node js, Odoo Website Builder",75
jinja2 3.0.3,CVE-2024-56326,Medium,2,"Node js, Odoo Website Builder",75
jinja2 3.0.3,CVE-2025-27516,Medium,2,"Node js, Odoo Website Builder",75
lxml 4.8.0,CVE-2022-2309,Medium,1,Odoo Website Builder,75
pypdf 5.4.0,CVE-2025-55197,Medium,1,Odoo Website Builder,75
pypdf 5.4.0,CVE-2025-62707,Medium,1,Odoo Website Builder,75
pypdf 5.4.0,CVE-2025-62708,Medium,1,Odoo Website Builder,75
pypdf 5.4.0,CVE-2025-66019,Medium,1,Odoo Website Builder,75
pypdf 5.4.0,CVE-2026-24688,Medium,1,Odoo Website Builder,75
pypdf 5.4.0,CVE-2026-27024,Medium,1,Odoo Website Builder,75
pypdf 5.4.0,CVE-2026-27025,Medium,1,Odoo Website Builder,75
pypdf 5.4.0,CVE-2026-27026,Medium,1,Odoo Website Builder,75
pypdf 5.4.0,CVE-2026-27888,Medium,1,Odoo Website Builder,75
pypdf 5.4.0,CVE-2026-28351,Medium,1,Odoo Website Builder,75
pypdf 5.4.0,CVE-2026-28804,Medium,1,Odoo Website Builder,75
pypdf 5.4.0,CVE-2026-31826,Medium,1,Odoo Website Builder,75
pypdf 5.4.0,CVE-2026-33123,Medium,1,Odoo Website Builder,75
pypdf 5.4.0,CVE-2026-33699,Medium,1,Odoo Website Builder,75
pypdf2 1.26.0,CVE-2022-24859,Medium,1,Odoo Website Builder,75
pypdf2 1.26.0,CVE-2023-36810,Medium,1,Odoo Website Builder,75
pypdf2 2.12.1,CVE-2023-36464,Medium,1,Odoo Website Builder,75
python-ldap 3.4.0,CVE-2025-61911,Medium,1,Odoo Website Builder,75
python-ldap 3.4.0,CVE-2025-61912,Medium,1,Odoo Website Builder,75
python-ldap 3.4.4,CVE-2025-61911,Medium,1,Odoo Website Builder,75
python-ldap 3.4.4,CVE-2025-61912,Medium,1,Odoo Website Builder,75
requests 2.25.1,CVE-2023-32681,Medium,1,Odoo Website Builder,75
requests 2.25.1,CVE-2024-35195,Medium,1,Odoo Website Builder,75
requests 2.25.1,CVE-2024-47081,Medium,1,Odoo Website Builder,75
requests 2.25.1,CVE-2026-25645,Medium,1,Odoo Website Builder,75
urllib3 1.26.5,CVE-2023-45803,Medium,2,"H20 ai, Odoo Website Builder",75
urllib3 1.26.5,CVE-2024-37891,Medium,2,"H20 ai, Odoo Website Builder",75
urllib3 1.26.5,CVE-2025-50181,Medium,2,"H20 ai, Odoo Website Builder",75
urllib3 2.0.7,CVE-2024-37891,Medium,1,Odoo Website Builder,75
urllib3 2.0.7,CVE-2025-50181,Medium,1,Odoo Website Builder,75
werkzeug 2.0.2,CVE-2023-46136,Medium,1,Odoo Website Builder,75
werkzeug 2.0.2,CVE-2024-49766,Medium,1,Odoo Website Builder,75
werkzeug 2.0.2,CVE-2024-49767,Medium,1,Odoo Website Builder,75
werkzeug 2.0.2,CVE-2025-66221,Medium,1,Odoo Website Builder,75
werkzeug 2.0.2,CVE-2026-21860,Medium,1,Odoo Website Builder,75
werkzeug 2.0.2,CVE-2026-27199,Medium,1,Odoo Website Builder,75
werkzeug 2.2.2,CVE-2023-46136,Medium,1,Odoo Website Builder,75
werkzeug 2.2.2,CVE-2024-49766,Medium,1,Odoo Website Builder,75
werkzeug 2.2.2,CVE-2024-49767,Medium,1,Odoo Website Builder,75
werkzeug 2.2.2,CVE-2025-66221,Medium,1,Odoo Website Builder,75
werkzeug 2.2.2,CVE-2026-21860,Medium,1,Odoo Website Builder,75
werkzeug 2.2.2,CVE-2026-27199,Medium,1,Odoo Website Builder,75
werkzeug 3.0.1,CVE-2024-49766,Medium,1,Odoo Website Builder,75
werkzeug 3.0.1,CVE-2024-49767,Medium,1,Odoo Website Builder,75
werkzeug 3.0.1,CVE-2025-66221,Medium,1,Odoo Website Builder,75
werkzeug 3.0.1,CVE-2026-21860,Medium,1,Odoo Website Builder,75
werkzeug 3.0.1,CVE-2026-27199,Medium,1,Odoo Website Builder,75
next 15.5.12,CVE-2026-27980,Medium,1,Shopsys Framework,39
next 15.5.12,CVE-2026-29057,Medium,1,Shopsys Framework,39
smol-toml 1.6.0,N/A,Medium,1,Shopsys Framework,39
undici 7.19.0,CVE-2026-1525,Medium,1,Shopsys Framework,39
undici 7.19.0,CVE-2026-1527,Medium,1,Shopsys Framework,39
undici 7.19.0,CVE-2026-2581,Medium,1,Shopsys Framework,39
commons-lang 2.5,CVE-2025-48924,Medium,1,Apache Trafodion,34
jettison 1.3.5,CVE-2022-40149,Medium,1,Apache Trafodion,34
jetty-server 9.2.10.v20150310,CVE-2018-12536,Medium,1,Apache Trafodion,34
jetty-server 9.2.10.v20150310,CVE-2019-10241,Medium,1,Apache Trafodion,34
jetty-server 9.2.10.v20150310,CVE-2019-10246,Medium,1,Apache Trafodion,34
jetty-server 9.2.10.v20150310,CVE-2019-10247,Medium,1,Apache Trafodion,34
jetty-server 9.2.10.v20150310,CVE-2023-26048,Medium,1,Apache Trafodion,34
jython-standalone 2.5.3,CVE-2013-2027,Medium,1,Apache Trafodion,34
django 3.0.4,CVE-2020-13596,Medium,1,Zinnia,2
django 3.0.4,CVE-2020-24584,Medium,1,Zinnia,2
django 3.0.4,CVE-2021-28658,Medium,1,Zinnia,2
django 3.0.4,CVE-2021-3281,Medium,1,Zinnia,2
django 3.0.4,CVE-2021-33203,Medium,1,Zinnia,2
django 3.0.4,CVE-2021-44420,Medium,1,Zinnia,2
django 3.0.4,CVE-2024-45231,Medium,1,Zinnia,2
django 3.0.4,CVE-2025-48432,Medium,1,Zinnia,2
pillow 7.0.0,CVE-2020-35655,Medium,1,Zinnia,2
pillow 7.0.0,CVE-2021-25292,Medium,1,Zinnia,2
pillow 7.0.0,CVE-2021-28678,Medium,1,Zinnia,2
pillow 7.0.0,CVE-2022-22815,Medium,1,Zinnia,2
pillow 7.0.0,CVE-2022-22816,Medium,1,Zinnia,2
pillow 7.0.0,N/A,Medium,1,Zinnia,2
bcpkix-jdk15on 1.69,CVE-2025-8916,Medium,1,JBoss Enterprise Application Server  EAS ,0
bcprov-jdk15on 1.69,CVE-2023-33201,Medium,1,JBoss Enterprise Application Server  EAS ,0
bcprov-jdk15on 1.69,CVE-2023-33202,Medium,1,JBoss Enterprise Application Server  EAS ,0
bcprov-jdk15on 1.69,CVE-2024-29857,Medium,1,JBoss Enterprise Application Server  EAS ,0
bcprov-jdk15on 1.69,CVE-2024-30171,Medium,1,JBoss Enterprise Application Server  EAS ,0
geshi/geshi dev-master,CVE-2012-3522,Medium,1,DokuWiki,0
geshi/geshi dev-master,CVE-2025-2123,Medium,1,DokuWiki,0
github.com/pion/dtls/v2 v2.2.7,CVE-2026-26014,Medium,1,Ethereum,0
golang.org/x/crypto v0.44.0,CVE-2025-47914,Medium,1,Ethereum,0
golang.org/x/crypto v0.44.0,CVE-2025-58181,Medium,1,Ethereum,0
jetty-http 11.0.25,CVE-2024-6763,Medium,1,JBoss Enterprise Application Server  EAS ,0
keycloak-services 25.0.6,CVE-2025-11429,Medium,1,JBoss Enterprise Application Server  EAS ,0
keycloak-services 25.0.6,CVE-2025-12110,Medium,1,JBoss Enterprise Application Server  EAS ,0
keycloak-services 25.0.6,CVE-2025-12390,Medium,1,JBoss Enterprise Application Server  EAS ,0
keycloak-services 25.0.6,CVE-2025-1391,Medium,1,JBoss Enterprise Application Server  EAS ,0
keycloak-services 25.0.6,CVE-2025-14559,Medium,1,JBoss Enterprise Application Server  EAS ,0
keycloak-services 25.0.6,CVE-2025-14778,Medium,1,JBoss Enterprise Application Server  EAS ,0
keycloak-services 25.0.6,CVE-2025-2559,Medium,1,JBoss Enterprise Application Server  EAS ,0
keycloak-services 25.0.6,CVE-2025-3910,Medium,1,JBoss Enterprise Application Server  EAS ,0
keycloak-services 25.0.6,CVE-2025-7365,Medium,1,JBoss Enterprise Application Server  EAS ,0
keycloak-services 25.0.6,CVE-2025-8419,Medium,1,JBoss Enterprise Application Server  EAS ,0
keycloak-services 25.0.6,CVE-2026-2575,Medium,1,JBoss Enterprise Application Server  EAS ,0
keycloak-services 25.0.6,CVE-2026-3121,Medium,1,JBoss Enterprise Application Server  EAS ,0
keycloak-services 25.0.6,CVE-2026-3190,Medium,1,JBoss Enterprise Application Server  EAS ,0
keycloak-services 25.0.6,CVE-2026-3429,Medium,1,JBoss Enterprise Application Server  EAS ,0
keycloak-services 25.0.6,CVE-2026-4628,Medium,1,JBoss Enterprise Application Server  EAS ,0
mockserver 5.6.1,CVE-2021-32827,Medium,1,JBoss Enterprise Application Server  EAS ,0
requests 2.27.1,CVE-2023-32681,Medium,1,H20 ai,0
requests 2.27.1,CVE-2024-35195,Medium,1,H20 ai,0
requests 2.27.1,CVE-2024-47081,Medium,1,H20 ai,0
requests 2.27.1,CVE-2026-25645,Medium,1,H20 ai,0
scikit-learn 0.24.2,CVE-2024-5206,Medium,1,H20 ai,0
scikit-learn 1.2.2,CVE-2024-5206,Medium,1,H20 ai,0
step-security/harden-runner v2.15.0,CVE-2026-32946,Medium,1,Node js,0
step-security/harden-runner v2.15.0,CVE-2026-32947,Medium,1,Node js,0
twig/twig v3.8.0,CVE-2024-45411,Medium,1,cube net,0
@tootallnate/once 2.0.0,CVE-2026-3449,Low,15,"Angular Material, AngularJS, Commerce Software, Countly, Grafana, Ionic Framework, Liferay, Node js, Presto, Ravenjs, React, Selenium, WooCommerce, Zabbix, dotCMS",2518785
brace-expansion 1.1.11,CVE-2025-5889,Low,26,"Angular Material, Apache Hadoop, Apollo Client, CloudStack, Commerce Software, Druid, HHVM, Ionic Framework, Jahia, Liferay, LocomotiveCMS, Meteor, Neos, Node js, NopCommerce, Open Web Analytics, OrientDB, Piwik, Quill, React, Ruby on Rails, Selenium IDE, Thelia, WooCommerce, Zabbix, dotCMS",2455072
qs 6.11.0,CVE-2026-2391,Low,9,"Cacti, Commerce Software, Ionic Framework, Liferay, React, Ruby on Rails, Selenium IDE, Thelia, WooCommerce",2088135
cookie 0.4.2,CVE-2024-47764,Low,6,"Commerce Software, Ghost, Liferay, React, Ruby on Rails, WooCommerce",1821167
on-headers 1.0.2,CVE-2025-7339,Low,16,"Angular Material, Apache Hadoop, Apollo Client, Commerce Software, Druid, Ghost, HHVM, Ionic Framework, Liferay, Meteor, Node js, Presto, Ravenjs, React, Thelia, WooCommerce",1803357
qs 6.13.0,CVE-2026-2391,Low,15,"Angular Material, Apollo Client, Bolt, Druid, Ghost, Grafana, HHVM, Ionic Framework, Meteor, Node js, Presto, React, React Native, Thelia, WooCommerce",1675919
diff 3.5.0,CVE-2026-24001,Low,4,"Less, Neos, React, WooCommerce",1436950
diff 4.0.2,CVE-2026-24001,Low,6,"Commerce Software, Ghost, Liferay, Neos, React, WooCommerce",1402692
webpack 5.97.1,CVE-2025-68157,Low,3,"Presto, React, WooCommerce",1346176
webpack 5.97.1,CVE-2025-68458,Low,3,"Presto, React, WooCommerce",1346176
elliptic 6.5.4,CVE-2024-42459,Low,3,"CloudStack, React, WooCommerce",1329919
elliptic 6.5.4,CVE-2024-42460,Low,3,"CloudStack, React, WooCommerce",1329919
elliptic 6.5.4,CVE-2024-42461,Low,3,"CloudStack, React, WooCommerce",1329919
elliptic 6.5.4,CVE-2024-48948,Low,3,"CloudStack, React, WooCommerce",1329919
elliptic 6.5.4,CVE-2024-48949,Low,3,"CloudStack, React, WooCommerce",1329919
elliptic 6.5.4,CVE-2025-14505,Low,3,"CloudStack, React, WooCommerce",1329919
cookie 0.6.0,CVE-2024-47764,Low,5,"Ionic Framework, Ravenjs, React, Selenium IDE, Thelia",1307160
debug 3.2.6,CVE-2017-16137,Low,4,"Apache Hadoop, Less, Liferay, React",1230513
brace-expansion 2.0.1,CVE-2025-5889,Low,16,"Angular Material, Apollo Client, Commerce Software, Drupal, EllisLab ExpressionEngine, Ionic Framework, Liferay, Meteor, Neos, Piwik, Quill, Selenium IDE, Thelia, WooCommerce, Zabbix, dotCMS",1211868
cookie 0.4.0,CVE-2024-47764,Low,3,"Apache Hadoop, Liferay, React",1118888
express 4.17.1,CVE-2024-43796,Low,3,"Apache Hadoop, Liferay, React",1118888
qs 6.7.0,CVE-2026-2391,Low,3,"Apache Hadoop, Liferay, React",1118888
send 0.17.1,CVE-2024-43799,Low,3,"Apache Hadoop, Liferay, React",1118888
serve-static 1.14.1,CVE-2024-43800,Low,3,"Apache Hadoop, Liferay, React",1118888
cookie 0.3.1,CVE-2024-47764,Low,5,"Apache Ambari, Apache Hadoop, Apache Tez, EllisLab ExpressionEngine, React",1117889
debug 2.2.0,CVE-2017-16137,Low,4,"Apache Ambari, Apache Hadoop, Neos, React",1096732
elliptic 6.6.1,CVE-2025-14505,Low,8,"Bolt, Ghost, Liferay, Live Helper Chat, Meteor, OrientDB, React, Shopware",1054113
qs 6.14.0,CVE-2026-2391,Low,8,"Angular Material, Bolt, Discourse, EllisLab ExpressionEngine, Liferay, Live Helper Chat, React, dotCMS",1029254
es5-ext 0.10.53,CVE-2024-27088,Low,3,"Liferay, NopCommerce, React",996459
ip 1.1.5,CVE-2023-42282,Low,3,"Liferay, Neos, React",990949
node-forge 0.10.0,N/A,Low,3,"Bolt, Liferay, React",989699
diff 5.2.0,CVE-2026-24001,Low,4,"Commerce Software, Ghost, Quill, React",985997
qs 6.12.1,CVE-2026-2391,Low,2,"Meteor, React",978644
on-headers 1.0.1,CVE-2025-7339,Low,3,"Apache Ambari, Apache Tez, React",970883
tmp 0.2.3,CVE-2025-54798,Low,7,"Angular Material, Apollo Client, Drupal, EllisLab ExpressionEngine, Meteor, Ruby on Rails, Selenium IDE",949422
semver-regex 2.0.0,CVE-2021-43307,Low,2,"Druid, React",943519
send 0.17.2,CVE-2024-43799,Low,2,"Angular Material, React",939701
serve-static 1.14.2,CVE-2024-43800,Low,2,"Angular Material, React",939701
clean-css 3.4.23,N/A,Low,1,React,936285
clean-css 4.1.7,N/A,Low,1,React,936285
clean-css 4.1.9,N/A,Low,1,React,936285
debug 2.6.7,CVE-2017-16137,Low,1,React,936285
debug 2.6.8,CVE-2017-16137,Low,1,React,936285
debug 4.1.0,CVE-2017-16137,Low,1,React,936285
elliptic 6.4.0,CVE-2024-42459,Low,1,React,936285
elliptic 6.4.0,CVE-2024-42460,Low,1,React,936285
elliptic 6.4.0,CVE-2024-42461,Low,1,React,936285
elliptic 6.4.0,CVE-2024-48948,Low,1,React,936285
elliptic 6.4.0,CVE-2024-48949,Low,1,React,936285
elliptic 6.4.0,CVE-2025-14505,Low,1,React,936285
es5-ext 0.10.29,CVE-2024-27088,Low,1,React,936285
es5-ext 0.10.35,CVE-2024-27088,Low,1,React,936285
express 4.14.0,CVE-2024-43796,Low,1,React,936285
express 4.15.4,CVE-2024-43796,Low,1,React,936285
express 4.16.2,CVE-2024-43796,Low,1,React,936285
express 4.17.3,CVE-2024-43796,Low,1,React,936285
node-forge 0.6.33,N/A,Low,1,React,936285
qs 6.9.7,CVE-2026-2391,Low,1,React,936285
send 0.14.1,CVE-2024-43799,Low,1,React,936285
send 0.15.3,CVE-2024-43799,Low,1,React,936285
send 0.15.4,CVE-2024-43799,Low,1,React,936285
send 0.15.6,CVE-2024-43799,Low,1,React,936285
send 0.16.1,CVE-2024-43799,Low,1,React,936285
serve-static 1.11.1,CVE-2024-43800,Low,1,React,936285
serve-static 1.12.3,CVE-2024-43800,Low,1,React,936285
serve-static 1.12.4,CVE-2024-43800,Low,1,React,936285
serve-static 1.13.1,CVE-2024-43800,Low,1,React,936285
webpack 5.82.1,CVE-2025-68157,Low,1,React,936285
webpack 5.82.1,CVE-2025-68458,Low,1,React,936285
webpack 5.93.0,CVE-2025-68157,Low,1,React,936285
webpack 5.93.0,CVE-2025-68458,Low,1,React,936285
diff 7.0.0,CVE-2026-24001,Low,6,"AngularJS, Commerce Software, Discourse, Emberjs, Ghost, Selenium",812697
send 0.18.0,CVE-2024-43799,Low,7,"Commerce Software, Emberjs, HHVM, Ionic Framework, Liferay, Selenium IDE, WooCommerce",762588
serve-static 1.15.0,CVE-2024-43800,Low,6,"Commerce Software, HHVM, Ionic Framework, Liferay, Selenium IDE, WooCommerce",743905
tmp 0.0.33,CVE-2025-54798,Low,10,"Apache Ambari, Discourse, Emberjs, Jahia, Less, Liferay, Live Helper Chat, Neos, Piwik, WooCommerce",684686
angular 1.6.10,CVE-2024-8372,Low,2,"AngularJS, Apache Hadoop",670532
angular 1.6.10,CVE-2024-8373,Low,2,"AngularJS, Apache Hadoop",670532
angular 1.6.10,CVE-2025-0716,Low,2,"AngularJS, Apache Hadoop",670532
cookie 0.5.0,CVE-2024-47764,Low,5,"Commerce Software, Ionic Framework, Liferay, Ravenjs, WooCommerce",643173
@tootallnate/once 1.1.2,CVE-2026-3449,Low,8,"Apollo Client, CloudStack, Countly, Ghost, Ionic Framework, Liferay, Ravenjs, WooCommerce",632874
qs 6.14.1,CVE-2026-2391,Low,4,"Apache Hadoop, HHVM, Liferay, WooCommerce",569998
angular 1.8.3,CVE-2024-8372,Low,2,"AngularJS, OrientDB",544745
angular 1.8.3,CVE-2024-8373,Low,2,"AngularJS, OrientDB",544745
angular 1.8.3,CVE-2025-0716,Low,2,"AngularJS, OrientDB",544745
tmp 0.0.30,CVE-2025-54798,Low,2,"Angular Material, AngularJS",543920
express 4.18.2,CVE-2024-43796,Low,5,"Commerce Software, HHVM, Ionic Framework, Liferay, WooCommerce",541246
angular 1.5.11,CVE-2024-8372,Low,1,AngularJS,540504
angular 1.5.11,CVE-2024-8373,Low,1,AngularJS,540504
angular 1.5.11,CVE-2025-0716,Low,1,AngularJS,540504
angular 1.7.9,CVE-2024-8372,Low,1,AngularJS,540504
angular 1.7.9,CVE-2024-8373,Low,1,AngularJS,540504
angular 1.7.9,CVE-2025-0716,Low,1,AngularJS,540504
send 0.16.2,CVE-2024-43799,Low,1,AngularJS,540504
serve-static 1.13.2,CVE-2024-43800,Low,1,AngularJS,540504
ip 2.0.0,CVE-2023-42282,Low,4,"Commerce Software, Liferay, WooCommerce, Zabbix",515913
uri 1.0.3,CVE-2025-61594,Low,2,"Opscode Chef, Ruby on Rails",462036
webpack 5.89.0,CVE-2025-68157,Low,3,"Commerce Software, Liferay, WooCommerce",458480
webpack 5.89.0,CVE-2025-68458,Low,3,"Commerce Software, Liferay, WooCommerce",458480
diff 5.1.0,CVE-2026-24001,Low,4,"HHVM, Liferay, Orchard CMS, WooCommerce",446294
min-document 2.19.0,CVE-2025-57352,Low,3,"Liferay, MediaElement js, WooCommerce",439526
cryptography 46.0.5,CVE-2026-34073,Low,4,"Ansible, DNS Server, Hbase, Selenium",435429
tmp 0.1.0,CVE-2025-54798,Low,3,"Discourse, Emberjs, WooCommerce",415077
loofah 2.25.0,N/A,Low,1,Ruby on Rails,403948
rexml 3.4.0,CVE-2025-58767,Low,1,Ruby on Rails,403948
sinatra 4.1.1,CVE-2025-61921,Low,1,Ruby on Rails,403948
trix 2.0.5,CVE-2025-46812,Low,1,Ruby on Rails,403948
formidable 2.1.2,CVE-2025-46653,Low,2,"Ghost, WooCommerce",392789
aws-sdk 2.1515.0,N/A,Low,1,WooCommerce,386951
brace-expansion 4.0.0,CVE-2025-5889,Low,1,WooCommerce,386951
fast-xml-parser 5.3.0,CVE-2026-27942,Low,1,WooCommerce,386951
qs 6.11.2,CVE-2026-2391,Low,1,WooCommerce,386951
undici 5.28.2,CVE-2024-24758,Low,1,WooCommerce,386951
undici 5.28.2,CVE-2024-30260,Low,1,WooCommerce,386951
undici 5.28.2,CVE-2024-30261,Low,1,WooCommerce,386951
undici 5.28.2,CVE-2025-47279,Low,1,WooCommerce,386951
webpack 5.99.7,CVE-2025-68157,Low,1,WooCommerce,386951
webpack 5.99.7,CVE-2025-68458,Low,1,WooCommerce,386951
