Vulnerable Library,CVE ID,CVE Severity,Products Affected,Affected Products,Enterprises Exposed
tar 7.1.0,CVE-2026-26960,High,1,Selenium IDE,202659
tar 7.1.0,CVE-2026-29786,High,1,Selenium IDE,202659
tar 7.1.0,CVE-2026-31802,High,1,Selenium IDE,202659
ws 8.14.2,CVE-2024-37890,High,1,Selenium IDE,202659
protobuf-java 2.5.0,CVE-2021-22569,High,7,"Apache Ambari, Apache Flume, Apache Giraph, Apache Hadoop, Apache Phoenix, Apache Trafodion, Cask Data Application Platform",192382
protobuf-java 2.5.0,CVE-2024-7254,High,7,"Apache Ambari, Apache Flume, Apache Giraph, Apache Hadoop, Apache Phoenix, Apache Trafodion, Cask Data Application Platform",192382
fast-xml-parser 4.5.4,CVE-2026-33036,High,2,"Ravenjs, React Native",190379
immutable 4.3.7,CVE-2026-29063,High,3,"Apache Hadoop, Liferay, phpMyAdmin",182631
github.com/docker/docker v28.5.2+incompatible,CVE-2026-34040,High,2,"Grafana, Prometheus",176342
cryptography 44.0.2,CVE-2026-26007,High,1,MongoDB,174761
ecdsa 0.19.0,CVE-2024-23342,High,1,MongoDB,174761
jaraco-context 6.0.1,CVE-2026-23949,High,1,MongoDB,174761
pillow 10.0.1,CVE-2024-28219,High,1,MongoDB,174761
protobuf 5.29.3,CVE-2025-4565,High,1,MongoDB,174761
protobuf 5.29.3,CVE-2026-0994,High,1,MongoDB,174761
pyasn1 0.6.1,CVE-2026-23490,High,1,MongoDB,174761
pyasn1 0.6.1,CVE-2026-30922,High,1,MongoDB,174761
pyjwt 2.10.1,CVE-2026-32597,High,1,MongoDB,174761
pyopenssl 25.0.0,CVE-2026-27459,High,1,MongoDB,174761
urllib3 2.3.0,CVE-2025-66418,High,2,"MongoDB, Node js",174761
urllib3 2.3.0,CVE-2025-66471,High,2,"MongoDB, Node js",174761
urllib3 2.3.0,CVE-2026-21441,High,2,"MongoDB, Node js",174761
urllib3 2.5.0,CVE-2025-66418,High,1,MongoDB,174761
urllib3 2.5.0,CVE-2025-66471,High,1,MongoDB,174761
urllib3 2.5.0,CVE-2026-21441,High,1,MongoDB,174761
werkzeug 2.3.7,CVE-2024-34069,High,1,MongoDB,174761
wheel 0.45.0,CVE-2026-24049,High,1,MongoDB,174761
okhttp 3.12.12,CVE-2021-0341,High,2,"Apache Kylin, Apache Spark",173675
body-parser 1.14.2,CVE-2024-45590,High,4,"Apache Ambari, Apache Hadoop, Apache Tez, Neos",166715
semver 5.3.0,CVE-2022-25883,High,4,"Apache Ambari, Apache Hadoop, Apache Tez, Neos",166715
json5 0.4.0,CVE-2022-46175,High,3,"Apache Ambari, Apache Hadoop, Apache Tez",164626
minimatch 0.2.14,CVE-2016-10540,High,3,"Apache Ambari, Apache Hadoop, Apache Tez",164626
minimatch 0.2.14,CVE-2022-3517,High,3,"Apache Ambari, Apache Hadoop, Apache Tez",164626
minimatch 0.2.14,CVE-2026-26996,High,3,"Apache Ambari, Apache Hadoop, Apache Tez",164626
minimatch 0.2.14,CVE-2026-27903,High,3,"Apache Ambari, Apache Hadoop, Apache Tez",164626
minimatch 0.2.14,CVE-2026-27904,High,3,"Apache Ambari, Apache Hadoop, Apache Tez",164626
minimatch 2.0.10,CVE-2016-10540,High,3,"Apache Ambari, Apache Hadoop, Apache Tez",164626
minimatch 2.0.10,CVE-2022-3517,High,3,"Apache Ambari, Apache Hadoop, Apache Tez",164626
minimatch 2.0.10,CVE-2026-26996,High,3,"Apache Ambari, Apache Hadoop, Apache Tez",164626
minimatch 2.0.10,CVE-2026-27903,High,3,"Apache Ambari, Apache Hadoop, Apache Tez",164626
minimatch 2.0.10,CVE-2026-27904,High,3,"Apache Ambari, Apache Hadoop, Apache Tez",164626
npm-user-validate 0.1.5,CVE-2020-7754,High,3,"Apache Ambari, Apache Hadoop, Apache Tez",164626
printf 0.2.5,CVE-2021-23354,High,3,"Apache Ambari, Apache Hadoop, Apache Tez",164626
shelljs 0.3.0,CVE-2022-0144,High,3,"Apache Ambari, Apache Hadoop, Apache Tez",164626
tough-cookie 2.2.2,CVE-2017-15010,High,3,"Apache Ambari, Apache Hadoop, Apache Tez",164626
flatted 3.4.1,CVE-2026-33228,High,2,"CKEditor, Joomla",163635
phpseclib/phpseclib 3.0.46,CVE-2026-32935,High,1,Joomla,163635
qs 5.1.0,CVE-2017-1000048,High,3,"Apache Ambari, Apache Hadoop, Neos",160447
qs 5.1.0,CVE-2022-24999,High,3,"Apache Ambari, Apache Hadoop, Neos",160447
qs 5.2.0,CVE-2017-1000048,High,3,"Apache Ambari, Apache Hadoop, Neos",160447
qs 5.2.0,CVE-2022-24999,High,3,"Apache Ambari, Apache Hadoop, Neos",160447
@angular/common 20.1.3,CVE-2025-66035,High,1,Apache Flink,159046
@angular/compiler 20.1.3,CVE-2025-66412,High,1,Apache Flink,159046
@angular/compiler 20.1.3,CVE-2026-22610,High,1,Apache Flink,159046
@angular/compiler 20.1.3,CVE-2026-32635,High,1,Apache Flink,159046
@angular/core 20.1.3,CVE-2026-22610,High,1,Apache Flink,159046
@angular/core 20.1.3,CVE-2026-27970,High,1,Apache Flink,159046
@angular/core 20.1.3,CVE-2026-32635,High,1,Apache Flink,159046
aircompressor 0.27,CVE-2025-67721,High,1,Apache Flink,159046
log4j-core @log4j.version@,CVE-2021-45105,High,1,Apache Flink,159046
okhttp 3.14.9,CVE-2021-0341,High,1,Apache Flink,159046
okhttp 3.7.0,CVE-2021-0341,High,1,Apache Flink,159046
debug 0.7.4,CVE-2017-20165,High,2,"Apache Ambari, Apache Hadoop",158358
debug 2.3.3,CVE-2017-20165,High,2,"Apache Ambari, Apache Hadoop",158358
engine.io 1.8.0,CVE-2020-36048,High,2,"Apache Ambari, Apache Hadoop",158358
lodash.merge 3.3.2,N/A,High,2,"Apache Ambari, Apache Hadoop",158358
parsejson 0.0.3,CVE-2017-16113,High,2,"Apache Ambari, Apache Hadoop",158358
socket.io-parser 2.3.1,CVE-2020-36049,High,2,"Apache Ambari, Apache Hadoop",158358
socket.io-parser 2.3.1,CVE-2026-33151,High,2,"Apache Ambari, Apache Hadoop",158358
ws 1.1.1,N/A,High,2,"Apache Ambari, Apache Hadoop",158358
kramdown 1.17.0,CVE-2021-28834,High,4,"Apache Mesos, Capistrano, Marathon, Scala",157285
commons-beanutils 1.9.4,CVE-2025-48734,High,4,"Apache Ambari, Apache Kylin, Hive, ZK",148454
lodash 2.4.2,CVE-2018-16487,High,3,"Apache Ambari, Apache Tez, Less",146223
lodash 2.4.2,CVE-2021-23337,High,3,"Apache Ambari, Apache Tez, Less",146223
moment 2.24.0,CVE-2022-24785,High,4,"Apache Hadoop, Ghost, Neos, NopCommerce",145554
moment 2.24.0,CVE-2022-31129,High,4,"Apache Hadoop, Ghost, Neos, NopCommerce",145554
phpseclib/phpseclib 3.0.49,CVE-2026-32935,High,2,"Concrete5, Magento Commerce",143831
serialize-javascript 6.0.0,N/A,High,3,"Ionic Framework, Open Web Analytics, Piwik",143740
merge 1.2.1,CVE-2020-28499,High,3,"Apache Hadoop, Ghost, Neos",137955
log4j 1.2.17,CVE-2021-4104,High,7,"Apache Ambari, Apache Flume, Apache Giraph, Apache Oozie, GlassFish, GridGain, Weka",137789
log4j 1.2.17,CVE-2022-23302,High,7,"Apache Ambari, Apache Flume, Apache Giraph, Apache Oozie, GlassFish, GridGain, Weka",137789
log4j 1.2.17,CVE-2023-26464,High,7,"Apache Ambari, Apache Flume, Apache Giraph, Apache Oozie, GlassFish, GridGain, Weka",137789
lodash 2.3.0,CVE-2018-16487,High,2,"Apache Hadoop, Apache Tez",136296
lodash 2.3.0,CVE-2021-23337,High,2,"Apache Hadoop, Apache Tez",136296
parsejson 0.0.1,CVE-2017-16113,High,2,"Apache Hadoop, Apache Tez",136296
socket.io-parser 2.2.2,CVE-2020-36049,High,2,"Apache Hadoop, Apache Tez",136296
socket.io-parser 2.2.2,CVE-2026-33151,High,2,"Apache Hadoop, Apache Tez",136296
socket.io-parser 2.2.4,CVE-2020-36049,High,2,"Apache Hadoop, Apache Tez",136296
socket.io-parser 2.2.4,CVE-2026-33151,High,2,"Apache Hadoop, Apache Tez",136296
redis 4.5.1,CVE-2023-28859,High,1,Redis,132399
hoek 0.9.1,CVE-2018-3728,High,2,"Emberjs, Less",130308
hoek 0.9.1,CVE-2020-36604,High,2,"Emberjs, Less",130308
apidoc-core 0.8.3,CVE-2025-57317,High,1,Apache Hadoop,130028
assertj-core 3.12.2,CVE-2026-24400,High,1,Apache Hadoop,130028
debug 1.0.2,CVE-2017-20165,High,1,Apache Hadoop,130028
debug 1.0.3,CVE-2017-20165,High,1,Apache Hadoop,130028
debug 1.0.4,CVE-2017-20165,High,1,Apache Hadoop,130028
debug 2.1.0,CVE-2017-20165,High,1,Apache Hadoop,130028
diff 2.2.3,N/A,High,1,Apache Hadoop,130028
lodash-es 3.10.1,CVE-2020-8203,High,1,Apache Hadoop,130028
lodash-es 3.10.1,CVE-2021-23337,High,1,Apache Hadoop,130028
logback-classic 1.1.2,CVE-2023-6378,High,1,Apache Hadoop,130028
ms 0.6.2,CVE-2015-8315,High,1,Apache Hadoop,130028
npm 2.15.1,CVE-2018-7408,High,1,Apache Hadoop,130028
npm 2.15.1,CVE-2019-16775,High,1,Apache Hadoop,130028
npm 2.15.1,CVE-2019-16776,High,1,Apache Hadoop,130028
npm 2.15.1,CVE-2019-16777,High,1,Apache Hadoop,130028
qs 6.0.4,CVE-2022-24999,High,1,Apache Hadoop,130028
qs 6.2.3,CVE-2022-24999,High,1,Apache Hadoop,130028
semver 5.1.1,CVE-2022-25883,High,1,Apache Hadoop,130028
shelljs 0.2.6,CVE-2022-0144,High,1,Apache Hadoop,130028
solr-core 8.11.2,CVE-2023-50291,High,1,Apache Hadoop,130028
solr-core 8.11.2,CVE-2023-50386,High,1,Apache Hadoop,130028
solr-core 8.11.2,CVE-2025-24814,High,1,Apache Hadoop,130028
solr-core 8.11.2,CVE-2026-22022,High,1,Apache Hadoop,130028
solr-core 8.11.2,CVE-2026-22444,High,1,Apache Hadoop,130028
tar 4.4.19,CVE-2026-23745,High,1,Apache Hadoop,130028
tar 4.4.19,CVE-2026-23950,High,1,Apache Hadoop,130028
tar 4.4.19,CVE-2026-24842,High,1,Apache Hadoop,130028
tar 4.4.19,CVE-2026-26960,High,1,Apache Hadoop,130028
tar 4.4.19,CVE-2026-29786,High,1,Apache Hadoop,130028
tar 4.4.19,CVE-2026-31802,High,1,Apache Hadoop,130028
underscore 1.13.1,CVE-2026-27601,High,1,Apache Hadoop,130028
minimatch 5.1.0,CVE-2026-26996,High,3,"Ionic Framework, Thelia, Zabbix",123278
minimatch 5.1.0,CVE-2026-27903,High,3,"Ionic Framework, Thelia, Zabbix",123278
minimatch 5.1.0,CVE-2026-27904,High,3,"Ionic Framework, Thelia, Zabbix",123278
lodash 4.17.15,CVE-2020-8203,High,3,"Apache Ambari, Liferay, Meteor",123264
lodash 4.17.15,CVE-2021-23337,High,3,"Apache Ambari, Liferay, Meteor",123264
rollup 2.79.2,CVE-2026-27606,High,2,"Apollo Client, Less",123126
zookeeper 3.8.4,CVE-2026-24281,High,3,"Apache Phoenix, GridGain, Hive",121857
zookeeper 3.8.4,CVE-2026-24308,High,3,"Apache Phoenix, GridGain, Hive",121857
glob 10.4.5,CVE-2025-64756,High,4,"Angular Material, Apollo Client, Commerce Software, Piwik",117863
spring-core 5.3.39,CVE-2025-41249,High,2,"GridGain, Hive",117023
composer/composer 1.0.0-alpha8,CVE-2021-29472,High,1,Magento Commerce,115807
composer/composer 1.0.0-alpha8,CVE-2021-41116,High,1,Magento Commerce,115807
composer/composer 1.0.0-alpha8,CVE-2022-24828,High,1,Magento Commerce,115807
composer/composer 1.0.0-alpha8,CVE-2023-43655,High,1,Magento Commerce,115807
composer/composer 1.8.5,CVE-2021-29472,High,1,Magento Commerce,115807
composer/composer 1.8.5,CVE-2021-41116,High,1,Magento Commerce,115807
composer/composer 1.8.5,CVE-2022-24828,High,1,Magento Commerce,115807
composer/composer 1.8.5,CVE-2023-43655,High,1,Magento Commerce,115807
composer/composer 2.2.17,CVE-2023-43655,High,1,Magento Commerce,115807
composer/composer 2.2.17,CVE-2024-24821,High,1,Magento Commerce,115807
composer/composer 2.2.17,CVE-2024-35241,High,1,Magento Commerce,115807
composer/composer 2.2.17,CVE-2024-35242,High,1,Magento Commerce,115807
guzzlehttp/guzzle 6.3.3,CVE-2022-29248,High,1,Magento Commerce,115807
guzzlehttp/guzzle 6.3.3,CVE-2022-31042,High,1,Magento Commerce,115807
guzzlehttp/guzzle 6.3.3,CVE-2022-31043,High,1,Magento Commerce,115807
guzzlehttp/guzzle 6.3.3,CVE-2022-31090,High,1,Magento Commerce,115807
guzzlehttp/guzzle 6.3.3,CVE-2022-31091,High,1,Magento Commerce,115807
laminas/laminas-diactoros 1.8.6,CVE-2023-29530,High,1,Magento Commerce,115807
magento/product-community-edition 2.3.1,CVE-2019-7865,High,1,Magento Commerce,115807
magento/product-community-edition 2.3.1,CVE-2019-7876,High,1,Magento Commerce,115807
magento/product-community-edition 2.3.1,CVE-2019-8121,High,1,Magento Commerce,115807
phpseclib/phpseclib 0.3.10,CVE-2021-30130,High,1,Magento Commerce,115807
phpseclib/phpseclib 0.3.10,CVE-2023-52892,High,1,Magento Commerce,115807
phpseclib/phpseclib 0.3.10,CVE-2026-32935,High,1,Magento Commerce,115807
phpseclib/phpseclib 2.0.15,CVE-2021-30130,High,1,Magento Commerce,115807
phpseclib/phpseclib 2.0.15,CVE-2023-52892,High,1,Magento Commerce,115807
phpseclib/phpseclib 2.0.15,CVE-2024-27354,High,1,Magento Commerce,115807
phpseclib/phpseclib 2.0.15,CVE-2024-27355,High,1,Magento Commerce,115807
phpseclib/phpseclib 2.0.15,CVE-2026-32935,High,1,Magento Commerce,115807
symfony/process 2.8.x-dev,CVE-2024-51736,High,1,Magento Commerce,115807
symfony/process v2.8.52,CVE-2024-51736,High,1,Magento Commerce,115807
symfony/process v4.1.11,CVE-2024-51736,High,1,Magento Commerce,115807
grpc-netty-shaded 1.72.0,CVE-2025-55163,High,1,Hive,115545
libthrift 0.9.1,CVE-2018-1320,High,1,Hive,115545
libthrift 0.9.1,CVE-2019-0205,High,1,Hive,115545
netty 3.10.5.Final,CVE-2021-37136,High,1,Hive,115545
netty 3.10.5.Final,CVE-2021-37137,High,1,Hive,115545
plexus-utils 1.5.6,CVE-2022-4244,High,1,Hive,115545
plexus-utils 1.5.6,CVE-2025-67030,High,1,Hive,115545
spring-boot-starter-actuator 2.7.18,CVE-2026-22733,High,1,Hive,115545
commons-io 2.4,CVE-2024-47554,High,2,"Apache Ambari, SonarQube",115410
node-forge 1.3.3,CVE-2026-33891,High,4,"Countly, Grafana, HHVM, dotCMS",112819
node-forge 1.3.3,CVE-2026-33894,High,4,"Countly, Grafana, HHVM, dotCMS",112819
node-forge 1.3.3,CVE-2026-33895,High,4,"Countly, Grafana, HHVM, dotCMS",112819
node-forge 1.3.3,CVE-2026-33896,High,4,"Countly, Grafana, HHVM, dotCMS",112819
glob 11.0.3,CVE-2025-64756,High,1,Less,111625
hawk 0.13.1,CVE-2016-2515,High,1,Less,111625
hawk 0.13.1,CVE-2022-29167,High,1,Less,111625
hoek 0.8.5,CVE-2018-3728,High,1,Less,111625
hoek 0.8.5,CVE-2020-36604,High,1,Less,111625
lodash 2.4.1,CVE-2018-16487,High,1,Less,111625
lodash 2.4.1,CVE-2021-23337,High,1,Less,111625
parse-link-header 0.1.0,CVE-2021-23490,High,1,Less,111625
playwright 1.50.1,CVE-2025-59288,High,1,Less,111625
qs 0.6.6,CVE-2014-10064,High,1,Less,111625
qs 0.6.6,CVE-2014-7191,High,1,Less,111625
qs 0.6.6,CVE-2017-1000048,High,1,Less,111625
qs 0.6.6,CVE-2022-24999,High,1,Less,111625
requestretry 1.9.1,CVE-2022-0654,High,1,Less,111625
semver 5.4.1,CVE-2022-25883,High,1,Less,111625
underscore 1.4.4,CVE-2026-27601,High,1,Less,111625
json 2.18.0,CVE-2026-33210,High,2,"Opscode Chef, Phusion Passenger",107991
ws 7.5.9,CVE-2024-37890,High,5,"Commerce Software, Concrete5, Ghost, HHVM, Liferay",105835
protobuf 6.31.1,CVE-2026-0994,High,1,TensorFlow,104572
wheel 0.41.3,CVE-2026-24049,High,1,TensorFlow,104572
@hono/node-server 1.19.9,CVE-2026-29087,High,1,Grafana,104259
github.com/moby/moby v28.5.2+incompatible,CVE-2026-34040,High,1,Grafana,104259
tar 7.5.8,CVE-2026-29786,High,1,Grafana,104259
tar 7.5.8,CVE-2026-31802,High,1,Grafana,104259
tj-actions/changed-files ed68ef82c095e0d48ec87eccea555d944a631a4c,CVE-2023-51664,High,1,Grafana,104259
tj-actions/changed-files ed68ef82c095e0d48ec87eccea555d944a631a4c,CVE-2025-30066,High,1,Grafana,104259
@angular/common 14.3.0,CVE-2025-66035,High,1,Ravenjs,102371
@angular/compiler 14.3.0,CVE-2025-66412,High,1,Ravenjs,102371
@angular/compiler 14.3.0,CVE-2026-22610,High,1,Ravenjs,102371
@angular/core 14.3.0,CVE-2026-22610,High,1,Ravenjs,102371
@angular/core 14.3.0,CVE-2026-27970,High,1,Ravenjs,102371
astro 3.5.0,CVE-2024-56159,High,1,Ravenjs,102371
astro 3.5.0,CVE-2025-64764,High,1,Ravenjs,102371
devalue 4.3.3,CVE-2025-57820,High,1,Ravenjs,102371
effect 3.16.12,CVE-2026-32887,High,1,Ravenjs,102371
fast-xml-parser 5.3.6,CVE-2026-33036,High,1,Ravenjs,102371
h3 1.15.3,CVE-2026-23527,High,1,Ravenjs,102371
h3 1.15.3,CVE-2026-33128,High,1,Ravenjs,102371
jws 4.0.0,CVE-2025-65945,High,1,Ravenjs,102371
next 14.2.35,N/A,High,1,Ravenjs,102371
undici 5.29.0,CVE-2026-1526,High,1,Ravenjs,102371
undici 5.29.0,CVE-2026-2229,High,1,Ravenjs,102371
undici 7.18.2,CVE-2026-1526,High,1,Ravenjs,102371
undici 7.18.2,CVE-2026-1528,High,1,Ravenjs,102371
undici 7.18.2,CVE-2026-2229,High,1,Ravenjs,102371
minimatch 3.0.3,CVE-2022-3517,High,3,"Apache Ambari, Apache Tez, Piwik",101974
minimatch 3.0.3,CVE-2026-26996,High,3,"Apache Ambari, Apache Tez, Piwik",101974
minimatch 3.0.3,CVE-2026-27903,High,3,"Apache Ambari, Apache Tez, Piwik",101974
minimatch 3.0.3,CVE-2026-27904,High,3,"Apache Ambari, Apache Tez, Piwik",101974
axios 1.12.2,CVE-2026-25639,High,3,"Druid, Piwik, Rundeck",101824
ws 6.2.1,CVE-2024-37890,High,2,"Liferay, Meteor",94934
ws 8.11.0,CVE-2024-37890,High,3,"Commerce Software, Ghost, Liferay",93983
commons-io 2.11.0,CVE-2024-47554,High,2,"Apache Flume, Apache Oozie",88020
rexml 3.2.6,CVE-2024-43398,High,1,React Native,88008
undici 6.23.0,CVE-2026-1526,High,1,React Native,88008
undici 6.23.0,CVE-2026-1528,High,1,React Native,88008
undici 6.23.0,CVE-2026-2229,High,1,React Native,88008
logback-classic 1.0.13,CVE-2023-6378,High,1,SonarQube,87080
logback-core 1.0.13,CVE-2023-6378,High,1,SonarQube,87080
immutable 5.0.3,CVE-2026-29063,High,2,"Cacti, Prometheus",76385
json5 2.2.1,CVE-2022-46175,High,2,"CloudStack, Ionic Framework",72389
loader-utils 2.0.2,CVE-2022-37599,High,2,"CloudStack, Ionic Framework",72389
loader-utils 2.0.2,CVE-2022-37603,High,2,"CloudStack, Ionic Framework",72389
semver 7.3.7,CVE-2022-25883,High,2,"CloudStack, Ionic Framework",72389
github.com/buger/jsonparser v1.1.1,N/A,High,1,Prometheus,72083
d3-color 2.0.0,N/A,High,2,"Emberjs, Liferay",71258
immutable 4.3.0,CVE-2026-29063,High,2,"EllisLab ExpressionEngine, Liferay",69553
fast-xml-parser 4.2.5,CVE-2026-26278,High,1,Piwik,67376
fast-xml-parser 4.2.5,CVE-2026-33036,High,1,Piwik,67376
fast-xml-parser 4.5.0,CVE-2026-26278,High,1,Piwik,67376
fast-xml-parser 4.5.0,CVE-2026-33036,High,1,Piwik,67376
koa 2.7.0,CVE-2026-27959,High,1,Piwik,67376
qs 4.0.0,CVE-2017-1000048,High,1,Piwik,67376
qs 4.0.0,CVE-2022-24999,High,1,Piwik,67376
terser 5.7.1,CVE-2022-25858,High,1,Piwik,67376
ws 7.5.3,CVE-2024-37890,High,1,Piwik,67376
jackson-databind @jackson.version@,CVE-2018-12022,High,1,Jetty,65973
jackson-databind @jackson.version@,CVE-2018-5968,High,1,Jetty,65973
jackson-databind @jackson.version@,CVE-2019-14439,High,1,Jetty,65973
jackson-databind @jackson.version@,CVE-2019-14892,High,1,Jetty,65973
jackson-databind @jackson.version@,CVE-2020-10650,High,1,Jetty,65973
jackson-databind @jackson.version@,CVE-2020-36189,High,1,Jetty,65973
jackson-databind @jackson.version@,CVE-2020-36518,High,1,Jetty,65973
jackson-databind @jackson.version@,CVE-2021-20190,High,1,Jetty,65973
jackson-databind @jackson.version@,CVE-2022-42004,High,1,Jetty,65973
@angular/common 16.0.0,CVE-2025-66035,High,1,Ionic Framework,65706
@angular/common 17.0.2,CVE-2025-66035,High,1,Ionic Framework,65706
@angular/common 18.0.1,CVE-2025-66035,High,1,Ionic Framework,65706
@angular/common 19.0.0,CVE-2025-66035,High,1,Ionic Framework,65706
@angular/common 20.0.4,CVE-2025-66035,High,1,Ionic Framework,65706
@angular/compiler 16.0.0,CVE-2025-66412,High,1,Ionic Framework,65706
@angular/compiler 16.0.0,CVE-2026-22610,High,1,Ionic Framework,65706
@angular/compiler 17.0.2,CVE-2025-66412,High,1,Ionic Framework,65706
@angular/compiler 17.0.2,CVE-2026-22610,High,1,Ionic Framework,65706
@angular/compiler 17.0.2,CVE-2026-32635,High,1,Ionic Framework,65706
@angular/compiler 18.0.1,CVE-2025-66412,High,1,Ionic Framework,65706
@angular/compiler 18.0.1,CVE-2026-22610,High,1,Ionic Framework,65706
@angular/compiler 18.0.1,CVE-2026-32635,High,1,Ionic Framework,65706
@angular/compiler 19.0.0,CVE-2025-66412,High,1,Ionic Framework,65706
@angular/compiler 19.0.0,CVE-2026-22610,High,1,Ionic Framework,65706
@angular/compiler 19.0.0,CVE-2026-32635,High,1,Ionic Framework,65706
@angular/compiler 20.0.4,CVE-2025-66412,High,1,Ionic Framework,65706
@angular/compiler 20.0.4,CVE-2026-22610,High,1,Ionic Framework,65706
@angular/compiler 20.0.4,CVE-2026-32635,High,1,Ionic Framework,65706
@angular/core 16.0.0,CVE-2026-22610,High,1,Ionic Framework,65706
@angular/core 16.0.0,CVE-2026-27970,High,1,Ionic Framework,65706
@angular/core 17.0.2,CVE-2026-22610,High,1,Ionic Framework,65706
@angular/core 17.0.2,CVE-2026-27970,High,1,Ionic Framework,65706
@angular/core 17.0.2,CVE-2026-32635,High,1,Ionic Framework,65706
@angular/core 18.0.1,CVE-2026-22610,High,1,Ionic Framework,65706
@angular/core 18.0.1,CVE-2026-27970,High,1,Ionic Framework,65706
@angular/core 18.0.1,CVE-2026-32635,High,1,Ionic Framework,65706
@angular/core 19.0.0,CVE-2026-22610,High,1,Ionic Framework,65706
@angular/core 19.0.0,CVE-2026-27970,High,1,Ionic Framework,65706
@angular/core 19.0.0,CVE-2026-32635,High,1,Ionic Framework,65706
@angular/core 20.0.4,CVE-2026-22610,High,1,Ionic Framework,65706
@angular/core 20.0.4,CVE-2026-27970,High,1,Ionic Framework,65706
@angular/core 20.0.4,CVE-2026-32635,High,1,Ionic Framework,65706
@angular/platform-server 16.0.0,CVE-2025-59052,High,1,Ionic Framework,65706
@angular/platform-server 17.0.2,CVE-2025-59052,High,1,Ionic Framework,65706
@angular/platform-server 18.0.1,CVE-2025-59052,High,1,Ionic Framework,65706
@angular/platform-server 19.0.0,CVE-2025-59052,High,1,Ionic Framework,65706
@angular/platform-server 20.0.4,CVE-2025-59052,High,1,Ionic Framework,65706
@angular/ssr 17.0.0,CVE-2025-59052,High,1,Ionic Framework,65706
@angular/ssr 18.0.2,CVE-2025-59052,High,1,Ionic Framework,65706
@angular/ssr 19.0.2,CVE-2025-59052,High,1,Ionic Framework,65706
@angular/ssr 19.0.2,CVE-2025-62427,High,1,Ionic Framework,65706
@angular/ssr 20.0.3,CVE-2025-59052,High,1,Ionic Framework,65706
@angular/ssr 20.0.3,CVE-2025-62427,High,1,Ionic Framework,65706
@nguniversal/common 16.0.0,CVE-2025-59052,High,1,Ionic Framework,65706
body-parser 1.20.0,CVE-2024-45590,High,1,Ionic Framework,65706
flatted 3.2.5,CVE-2026-32141,High,1,Ionic Framework,65706
flatted 3.2.5,CVE-2026-33228,High,1,Ionic Framework,65706
rollup 2.75.6,CVE-2024-47068,High,1,Ionic Framework,65706
rollup 2.75.6,CVE-2026-27606,High,1,Ionic Framework,65706
terser 5.14.0,CVE-2022-25858,High,1,Ionic Framework,65706
terser 5.14.1,CVE-2022-25858,High,1,Ionic Framework,65706
ws 7.5.8,CVE-2024-37890,High,1,Ionic Framework,65706
ws 8.7.0,CVE-2024-37890,High,1,Ionic Framework,65706
ws 8.8.0,CVE-2024-37890,High,1,Ionic Framework,65706
tar 6.1.11,CVE-2026-23745,High,2,"CloudStack, Zabbix",64116
tar 6.1.11,CVE-2026-23950,High,2,"CloudStack, Zabbix",64116
tar 6.1.11,CVE-2026-24842,High,2,"CloudStack, Zabbix",64116
tar 6.1.11,CVE-2026-26960,High,2,"CloudStack, Zabbix",64116
tar 6.1.11,CVE-2026-29786,High,2,"CloudStack, Zabbix",64116
tar 6.1.11,CVE-2026-31802,High,2,"CloudStack, Zabbix",64116
rollup 3.29.5,CVE-2026-27606,High,3,"Apollo Client, Liferay, Node js",64076
lodash.pick 4.4.0,CVE-2020-8203,High,3,"Ghost, Liferay, ZURB Foundation",63287
http-cache-semantics 3.8.1,CVE-2022-25881,High,3,"Druid, Liferay, Neos",61898
hadoop-common 2.8.5,CVE-2020-9492,High,2,"Apache Oozie, GridGain",61320
psf/black stable,CVE-2026-31900,High,2,"Django, MoinMoin",61234
avro 1.8.2,CVE-2023-39410,High,1,Apache Oozie,59842
gson 2.8.5,CVE-2022-25647,High,1,Apache Oozie,59842
hive-exec 1.2.2,CVE-2018-11777,High,1,Apache Oozie,59842
jackson-core 2.6.7,CVE-2025-52999,High,1,Apache Oozie,59842
jackson-databind 2.6.7.5,CVE-2018-12022,High,1,Apache Oozie,59842
jackson-databind 2.6.7.5,CVE-2018-5968,High,1,Apache Oozie,59842
jackson-databind 2.6.7.5,CVE-2020-10650,High,1,Apache Oozie,59842
jackson-databind 2.6.7.5,CVE-2020-24616,High,1,Apache Oozie,59842
jackson-databind 2.6.7.5,CVE-2020-35490,High,1,Apache Oozie,59842
jackson-databind 2.6.7.5,CVE-2020-35491,High,1,Apache Oozie,59842
jackson-databind 2.6.7.5,CVE-2020-35728,High,1,Apache Oozie,59842
jackson-databind 2.6.7.5,CVE-2020-36184,High,1,Apache Oozie,59842
jackson-databind 2.6.7.5,CVE-2020-36185,High,1,Apache Oozie,59842
jackson-databind 2.6.7.5,CVE-2020-36186,High,1,Apache Oozie,59842
jackson-databind 2.6.7.5,CVE-2020-36187,High,1,Apache Oozie,59842
jackson-databind 2.6.7.5,CVE-2020-36518,High,1,Apache Oozie,59842
jackson-databind 2.6.7.5,CVE-2022-42003,High,1,Apache Oozie,59842
jackson-databind 2.6.7.5,CVE-2022-42004,High,1,Apache Oozie,59842
jetty-server 9.4.44.v20210927,CVE-2024-13009,High,1,Apache Oozie,59842
mysql-connector-java 5.1.34,CVE-2017-3523,High,1,Apache Oozie,59842
